,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199
C_773,-16.45317,9.702455,-3.52191,2.178976,1.2184643,-1.8275282,-2.9850903,4.932243,3.1345563,-1.9015309,0.89469874,-4.684033,5.849496,-0.59521127,3.838069,1.6721253,0.2779611,4.676465,0.34846538,-2.8373923,-1.9712592,1.0974169,0.9580281,2.7135606,-2.7673557,2.964196,1.482807,-0.8322217,-2.559255,-4.1023974,4.0484986,-0.8746981,3.4075947,-3.4719229,6.134646,3.3261921,-2.3148534,2.5403647,3.6903694,-0.12718135,6.1222115,3.0753965,5.824522,-1.8590152,-0.5916097,-2.2593515,-5.086874,0.37314236,5.044455,0.54781014,2.0218914,-0.8626589,-4.555709,-1.915784,2.8370519,3.8364344,5.0898867,4.5107293,-5.9495125,-3.6237767,3.7138057,-2.1873457,-5.5582743,-3.4948819,0.19806463,7.678027,-0.69254065,5.2786803,-1.4025301,-1.1357642,-1.5329657,-5.4746304,0.10100918,-0.39644474,1.4005477,-8.757879,4.4183483,4.9343553,-5.646308,8.792678,3.8474488,1.6688949,4.6326733,5.345965,-3.7111425,4.047694,-3.0513608,2.1009715,1.1135054,-1.840547,2.4657304,-2.8624053,-2.1934981,-3.2740185,-0.07650345,-7.617387,5.342002,-3.6567507,2.0601363,-0.6671919,-0.7571667,-0.52326787,-1.7267233,4.121418,6.30792,-1.2728056,-0.58088875,-2.7828193,5.9628778,4.2357736,-4.485457,6.812985,7.097852,-2.5962331,6.0090823,5.0874567,6.0965233,1.465593,5.6192026,1.1494579,1.6255726,4.7440634,-0.1810725,-7.2802796,4.708665,-7.0549088,2.1446972,-0.12081726,-0.1750468,2.7181528,0.6893356,6.2663865,-3.921736,-3.1743004,-0.051283892,1.1203585,-7.0742936,4.268462,-2.17925,2.7620256,4.6167865,-1.5326177,-0.495496,-3.501199,-1.7485205,0.24755101,-0.012534127,4.4020753,4.2896237,12.027865,-0.34252506,9.534299,-2.4269605,-4.7743077,-1.1551259,0.9241988,1.4739746,5.115762,-4.641841,-1.9468515,-0.6860612,1.2450318,-1.8862507,0.6226403,-5.0578628,2.9856622,1.2599487,1.5123056,5.635895,1.7764499,0.46795213,-3.088493,4.9062095,-2.871433,-4.3470206,-0.7291851,5.857331,6.4702134,2.9603403,0.6203618,-2.509313,0.403296,-2.290965,-1.5732065,4.3427553,5.1783385,-0.118567295,0.35138622,0.5186179,-0.13222957,-0.09628023,-5.5696206,1.8151114,3.507913,-0.56278837,1.6760768,-1.3668634,-2.3270621,-3.557283,-2.329634
C_774,-10.774275,-3.26766,-4.1072664,3.2007587,3.3099384,0.085889764,-1.2097716,-0.94055504,0.99394596,1.3667638,1.3670558,-0.730731,-2.1446145,-0.124918886,-1.1022962,-0.12798588,0.8457922,0.1441498,-2.448061,0.19873765,-1.114591,1.684907,2.097206,1.2362428,-1.6418408,0.8470403,0.8413695,1.8771679,0.28829813,-0.02121658,1.6233319,-2.04812,1.168163,-0.7218079,2.6813378,4.243104,0.8465268,0.48648036,0.73938525,-1.098449,0.86024344,0.31554553,-0.9591293,-2.4525535,0.33108464,1.1366436,-0.015205381,-1.0587859,-0.9942544,-0.1828843,-0.9606628,-2.4214149,1.2863059,2.0986056,-1.4665741,1.4481157,-1.6150384,0.2333368,-0.7889567,-0.6741066,1.5279274,0.54540247,0.1357655,-0.4628971,-3.776806,-0.8243071,2.2963092,-0.23898734,2.0339339,-2.0485213,-2.254978,0.10142361,-1.235718,-2.1245387,0.8671399,-0.8903624,1.44669,-0.21215989,1.030053,-1.9905999,0.4259332,0.46023667,-0.8151024,2.4245489,-1.2895845,-4.0890803,-0.21367005,-2.0204158,1.1144581,-1.4610729,0.2676644,-0.22440623,-2.9642243,1.1204823,3.5853047,-2.2599876,3.2661517,1.5073849,0.62036407,0.17622386,0.13201098,-1.3465034,1.4030993,0.73316497,-0.9501062,-0.22484022,-2.1427422,-1.206336,-2.153209,0.4429867,-1.920717,0.11112299,-4.2213936,0.3190515,-1.1913285,0.04913435,1.553941,1.9422349,1.1150403,1.1087991,4.0378475,-0.96824807,-1.1697856,-5.067679,-0.14413975,3.538853,2.0177126,2.653348,-0.30458915,1.7393341,-0.19982897,-1.4280638,0.067104876,-2.406311,-0.0986042,0.07638948,1.357952,-0.14555852,-1.4832913,0.916604,-4.8704467,0.54750216,-0.14663503,1.515572,2.9949563,1.756487,4.059205,4.285431,3.0862386,1.9210851,1.952364,2.2982678,1.4079593,-0.9837026,-0.89366674,-1.2593182,-4.6773195,-4.680249,0.42855746,2.6619935,-3.7178726,0.5140591,-0.79163015,1.5611855,0.45384505,-0.9661379,0.5864653,-0.69889504,3.6355217,-0.753386,-4.31191,0.59086096,-3.307398,7.300506,1.8572243,-0.45068723,0.71439123,1.5801135,1.879106,1.2988865,1.4599897,0.8805888,4.705549,-0.07358948,1.5342592,1.8597999,0.9897408,1.7349818,0.32467678,-3.5154839,1.7345351,1.8108919,-3.9042273,-2.620339,1.1397781,-1.9927884,-5.2706966,0.7158891,1.6565971,-0.7900843
C_775,6.107586,-7.608386,14.353582,-2.6094086,13.437987,2.136868,-3.2732472,-0.8785985,-1.2096337,2.4782605,-0.40558133,-0.5875439,0.54897636,0.6353228,0.9317222,-0.56587553,0.76056796,0.1245635,-0.29925856,-0.53885806,0.36666933,0.43872878,0.6891802,0.562537,-0.49526456,-0.3638647,0.63720363,-0.53399897,-0.22710682,1.0374256,-0.4107573,-0.054410964,0.9085355,0.92426974,-0.37980196,-0.34758386,-0.20542996,0.8073531,-0.001954783,-0.93126136,-0.3097878,1.4654197,0.57651556,0.8122781,0.33665043,0.12447189,0.22007914,-0.34711853,-0.26698488,-0.0709016,-0.07462797,0.5422282,-0.5830488,0.407901,-0.37576205,0.61634177,-0.044328097,0.6325133,-0.3573276,-0.049290657,0.08651044,-0.266096,-0.46720952,1.0777621,-0.1411969,-0.14604351,0.6958179,0.6121967,-0.23873435,-0.80035484,0.23168716,0.2699469,-0.97090966,-0.32460433,0.85202056,0.07753101,0.37984148,0.35442168,-0.3554025,-0.28505495,-0.18618622,0.24650119,-1.050948,0.33047858,0.22291523,0.59603447,0.108776845,-0.55044574,-0.5020974,0.14188637,-0.079110935,0.09164366,-0.6024477,0.13965714,-0.39708734,0.047568385,0.27380544,-0.5299158,0.35504225,0.35441512,-0.22000256,0.41144443,-0.2989014,-0.58813965,0.49977306,1.1546324,0.07577301,0.20899087,-0.062411003,0.07175121,-0.765534,-0.5599287,-0.45143604,-0.91656506,0.55104136,0.38864502,-0.2066341,-0.5254597,0.04250482,0.13430648,-0.37309897,-0.033438,0.22335948,0.18548463,-0.12700413,0.2512696,-0.48886788,-0.6092612,0.16607554,0.8715375,-0.37235728,0.014978576,-0.2571808,0.3466446,0.65883154,0.517475,-0.44994238,-0.23282674,-0.6648466,0.063864395,0.601367,0.15796475,0.39879888,-0.3024637,0.88250864,0.14797468,0.104271024,-0.24638195,0.973142,-0.37117684,-1.0599486,0.23192511,0.3411403,0.9836252,0.0066347844,0.82974553,0.7632987,0.008878464,0.34117,0.3841821,0.2580488,-0.25305155,-0.5654895,-0.48293093,0.024844784,-0.2815539,-0.34641603,-0.46470642,1.0435032,0.111423895,-0.4465963,-0.060660258,0.36990023,-0.08671415,-0.30521595,0.45597333,0.06879505,0.14227867,0.07651719,-0.92245454,0.28937078,-0.6504095,0.21169892,0.39158955,0.40339163,0.1480442,0.1531057,-1.07538,0.34977484,0.11925634,0.81603837,-0.0901043,-0.14967756,-0.707489,-0.97943455,0.105070025,1.2138598,-0.51256853,0.09857816,0.8060437
C_776,-18.191174,-0.7416584,7.200823,-9.42709,-4.815384,-3.8331938,0.91946036,-1.7614954,-0.47283053,1.2592062,-0.9992027,2.2249448,-0.60509,-0.8832112,-0.3325261,0.035191517,-0.14261915,1.2476307,-0.10110839,-0.08161258,2.4812527,0.44291314,-0.9940448,-0.6314976,0.052917708,0.42253524,-0.8886398,0.95414025,-0.8495193,0.25239065,-0.17530821,-1.0621876,0.34216917,-0.61550075,-0.1292873,0.7186892,0.004718106,0.2141964,-0.3162364,1.2350585,-0.9797413,1.2738801,0.6551712,-1.5462613,0.9246348,-1.2206751,-0.62493306,-0.008113812,0.6001798,-0.5186903,0.9477718,1.2055126,-2.5410945,0.015343858,0.48152655,-1.6880443,-0.29442537,1.1962926,0.12913492,0.8816019,0.8391354,0.5487817,0.59069514,-0.30268502,0.5621672,0.5110941,0.9221125,0.064352006,-0.733449,0.71156514,0.925592,-1.7388844,-0.8530738,-0.46865854,0.2071426,1.8262908,0.9362943,0.4341302,-2.1669195,-0.0772697,1.6264886,-0.42612755,-1.1030594,-0.7186946,-2.1342292,0.117965564,-0.05004485,1.0047313,0.26598844,-0.027890861,0.48567456,0.6791978,-0.4043305,0.06527397,0.2135716,0.784471,-0.59585595,-0.45662633,0.77019304,-0.6533439,-0.025054334,-1.0260805,0.19075055,0.5694429,1.4585904,-1.020474,0.66109955,0.5142143,-0.34342375,1.466805,-2.7252848,1.1477548,-0.46052307,-0.8964641,-0.2899202,0.45415783,-1.3485539,-0.65798074,-0.86265975,0.28238192,-1.2515527,0.63524806,0.30098814,0.55077356,-0.14053254,2.3315806,-0.57392335,0.52926916,-0.29089755,-0.8114838,0.09037786,-1.1677599,1.567362,-0.45896316,-1.2065722,0.3684321,-0.07419127,-0.2753005,-0.37714356,0.77309144,-0.9671512,-1.7889944,2.8418877,0.36080852,-1.0619122,-0.60382974,-0.814168,1.0951835,-1.1492213,-0.7680584,-0.60795635,-0.62121177,0.4226743,-0.07101128,-0.11588796,-1.1850498,-1.4232582,0.7079675,0.24316125,-0.047295097,-1.3423713,-0.31748924,0.32061592,0.8367063,1.0294813,-0.67992115,-1.1845342,-1.0231413,-1.6176915,-1.1257743,-0.41354525,1.9855918,0.48083436,-1.9204627,-0.45144024,0.75117314,-0.45450702,0.81375355,1.4242864,0.24795263,-2.0638847,0.69758,1.2003431,-1.1412294,0.16829927,-1.9053427,0.10628097,-2.0642202,-0.25157943,1.9945681,-1.4215593,-2.859695,1.2117826,0.8270998,0.7668294,-1.7697362,-0.45250374,-0.484429,-0.1909287,0.3007269
C_778,20.368078,1.4361641,-2.1584926,-3.001885,-1.1209499,-4.3865914,2.3287044,0.8337251,0.8337681,-2.1085415,0.3633417,-0.22498624,-0.89332867,-0.3481607,-0.2271372,-0.86955374,0.61527514,-0.33180788,0.85042864,-0.068351924,-0.07431221,0.009930945,0.20210192,0.20809789,0.20635028,0.3059312,0.044260416,0.5870732,-0.74257755,0.1755209,0.29066575,0.19024374,0.17320044,-0.25531793,0.54638535,-0.18121725,0.16666242,-0.8306546,-0.21727589,-0.37195325,-0.80415976,1.2806602,0.2716413,-1.0762959,-0.100015335,0.7232189,0.31423023,-0.09416883,0.965361,0.615069,-0.36537102,0.21976742,-0.38721886,0.85080874,-0.115266144,0.14495222,-0.79848343,0.40257537,-0.016097702,0.06014886,0.41546372,0.74251807,1.4148978,1.0971113,0.13840194,-0.18583116,-0.1476671,-0.28360885,0.7007115,0.21935734,-0.21641342,0.4713078,-0.7800931,0.05721702,-0.022645568,0.2566186,0.43818408,-0.16548912,0.15390007,-0.037342377,0.24840564,-0.093515895,-0.47612733,-0.22509898,-0.28623244,0.6106439,-0.7438865,0.75901943,-0.056331493,0.12350597,0.066600785,-0.22905245,0.019596895,-0.24063683,-0.33753,-0.1460753,-0.5483272,-0.15062577,0.74539435,0.24693796,-0.906852,-0.05908043,0.16123815,0.75691146,-0.46998274,0.5328825,-0.26151758,-0.5055645,-0.74807763,-0.13722132,0.43777525,-1.089683,0.014255086,0.50759727,0.47736415,-0.3992859,0.28507856,-0.19584773,-0.11351411,-0.37662902,-0.29580206,-0.24483073,-0.2353664,-0.20337652,-0.027530465,0.7747455,-0.4558576,1.0448153,-0.18483591,-0.26775455,-0.46908122,0.54157764,0.20215453,0.69559014,-1.0831865,0.26339003,-0.32084942,0.46181104,1.4037153,0.6382432,-0.8145226,-0.16286877,0.069069825,0.6025326,0.5286366,-0.30718842,-0.6190196,0.06323524,0.24845466,0.10675484,0.19537961,0.14071392,0.39494282,0.6159407,-0.33129597,-0.47401336,0.6141291,-0.121276036,0.056424458,-0.6644648,-0.3400124,-0.84826076,-0.065071896,-0.7246011,-0.87885076,-0.33040813,0.6451282,1.5390217,0.81878227,-0.16453177,0.7296388,-0.19349398,-0.20791018,-0.021404585,-0.013677516,-1.0734307,-0.5263382,-0.30023873,0.4263463,-0.83183604,-0.2805338,-0.51058125,0.5561944,-0.6983523,-0.64421886,-0.22438976,-0.20706873,0.37336323,0.44281793,0.116042644,-0.21492039,-0.11369448,0.14731188,-0.6460582,-0.70804876,-0.22341107,0.22220716,0.25266027,0.97695404,-0.82869077
C_779,-10.964394,9.172983,-4.714173,1.7350602,0.73747075,2.0451581,-2.4093165,0.0028092407,5.58808,-2.8474374,2.1090395,-7.834584,0.93894017,-1.0755529,-1.082221,4.7641473,1.6374404,1.6528184,4.5992045,0.81103855,-3.6497993,4.3299136,7.559286,2.452867,-7.9778867,-4.9288554,1.5016208,7.831246,-2.3806698,5.61818,2.0907934,-3.9383392,-4.622896,1.8970765,6.2509694,-5.1906004,-3.5175197,-6.565294,0.119675495,2.1961432,4.9003057,-0.72837096,9.364979,5.1099596,4.04995,-2.5949385,5.198437,-3.086429,-8.889283,-2.9107592,1.4319689,0.65218806,-3.0849624,-3.4292855,-4.263184,2.6753955,-9.138131,3.4936078,-1.0439298,2.804192,-1.6872035,2.5747745,-4.98426,-7.5503397,3.5474503,-2.1133955,-12.68942,-0.88208824,8.636299,-0.5678217,-8.058912,3.6065643,2.5757236,-8.965531,-1.4605306,-0.05834919,-1.041719,2.03869,-11.433951,6.4581623,1.6714909,-5.6788087,3.1906674,2.2274382,10.460796,-9.749336,14.822314,1.2693763,-5.023918,4.390864,-2.3744013,6.408563,-1.7783687,5.1615224,3.5752966,4.9859767,0.61464256,-10.224634,3.6456342,-1.2082125,-0.20188993,-4.919808,-7.9273477,1.5487018,1.3137774,3.3809965,5.3467693,3.011972,-2.5064492,-1.5003089,-0.907742,1.4988792,-3.5651128,1.4839,4.479321,-4.686328,2.2929018,1.8678576,-1.6131136,-3.4465668,1.1141692,0.21941403,-5.7313385,1.6548162,-1.1312009,1.365859,1.9085952,-0.51947594,0.19300717,3.8059459,4.433634,7.9203887,1.250518,-2.9393067,1.5755264,1.0516174,3.8903842,3.6071813,-1.4399992,2.2949886,-1.5661914,-1.4343666,-1.52215,-1.9020287,0.7932404,0.65625596,-0.8604248,0.84668887,2.3457186,-0.764762,-0.15155517,1.0285021,0.44938627,0.43370408,-1.567438,-2.8612976,-0.15959285,1.585569,3.9659734,4.409457,1.2990373,-0.41074693,-0.13498199,-2.1318753,1.2412051,2.3509467,0.46307167,-1.2939844,1.4091703,4.3693757,0.6657421,-0.61352336,-1.4368187,1.4185896,5.7527013,5.361986,-0.37804392,-2.0024564,2.2080784,2.347089,-4.886142,0.27941984,0.8816192,-2.6274214,-0.50182307,-2.7925608,-0.39314085,-1.0825671,-4.268521,-2.7759204,0.03252654,-1.4348255,-0.02519997,-2.4455998,0.2746165,1.2844642,5.294356,1.643434,-2.158414,-1.5133938
C_783,-7.2347226,-3.6938815,-9.001847,-6.324466,2.4882615,1.5178698,0.88522077,-0.00991639,-5.634785,0.18265367,-3.8779833,0.47517887,0.61564124,0.6501672,-0.8696448,0.6199139,-0.68701094,0.7287574,-0.52672523,0.3430989,-0.8315733,-0.7126674,-0.32581386,-0.97065294,0.11552458,1.6140814,-2.4978395,0.91138124,0.17194186,-0.7885846,-1.084824,-0.717515,-0.45853868,0.42537078,0.69380814,-0.90615165,-1.2748756,0.45436957,0.41902128,0.3692871,0.4522412,0.09490616,1.2899548,-0.13265471,0.7273267,0.08383717,0.5601074,-0.6879159,-0.8503216,1.0089132,1.0347908,-0.66443056,1.8113625,0.07613145,0.10447222,0.91240424,0.35432637,-1.1599541,0.11622522,0.38782108,-0.664754,-0.18191975,0.69380206,0.48833552,0.48032954,0.5625906,0.28765628,0.47971722,-0.51120204,0.066426605,0.29966488,-1.1956291,1.0917816,0.18809545,-0.19682348,-0.1760553,0.91641045,0.077670336,0.8395168,1.1024697,-0.523264,-2.2090654,1.4699538,1.4672074,-0.19338807,0.22248578,-0.010348724,1.1137524,-0.058848027,-0.48229438,0.77391344,-0.22998333,0.012344871,-0.47385675,-0.14573467,-0.74500036,-0.6982803,-0.5945854,-0.20838541,-0.2683099,-1.1199178,-0.29194075,0.24789658,-0.77134293,1.1404977,0.12900785,0.8818047,0.25400877,-0.159959,0.41377884,-0.95812225,-0.22381034,0.15601064,2.0874507,-1.0306973,-0.254779,-0.10661736,1.0615774,0.77228045,-0.05461972,1.5495993,-0.671794,1.0920417,-1.5441499,0.74941975,1.4666355,1.9039016,-0.14959902,-0.12925075,0.7859829,0.21662165,0.40130407,-0.44629464,0.67045987,0.58839554,-0.800772,0.29482764,1.3555932,0.23468617,-0.07312142,-0.42637596,-1.2430542,-0.60817635,1.833092,1.2930796,-1.8872669,-0.6141659,-1.3415802,0.09004821,-0.45993832,-0.11345533,0.545378,0.5561879,-0.3131989,-0.91635376,-0.68806505,0.16579092,0.41021788,0.6690596,1.3171428,-1.4231852,0.24653402,0.44053924,-0.34704503,1.5173753,-0.08022098,0.11111926,-0.79941237,0.018240288,0.47527924,0.1276215,1.455902,1.1791846,-1.5049,0.7590144,-1.1032602,0.6633713,0.005751448,-0.49443656,-1.0170366,1.4495426,-0.43625054,-0.1309816,-1.0156662,0.49342546,0.4061051,0.29137236,-0.8052858,-0.28131223,-0.733626,-1.5668218,-1.2199404,0.25633943,-1.0958638,0.6972134,-0.4382056,1.2461234,-0.21136683,-0.43914598,0.088482484
C_784,1.6281279,-3.4984674,-4.6494913,-1.8984051,0.60960716,4.77002,-2.7431624,-0.09924283,-5.1128826,-3.2067063,1.0214741,-0.653068,-0.52768123,0.05113898,0.7950497,0.6100794,0.64291835,-0.060232352,-0.78783876,-0.2597299,1.411906,0.80938613,0.92919946,-0.87418646,-0.83235145,-1.3811473,-0.5011374,-1.4830796,-2.077453,0.39618593,-0.2965024,0.0051266467,0.9206318,-0.41652462,-0.90773624,1.2884921,-0.7500788,-0.6961588,0.021354083,-0.9024929,-0.22029823,0.15055843,0.69853395,0.39194757,0.307485,-1.5976206,-0.6990732,-1.4444417,0.90407497,1.3337183,2.5560675,-0.052908506,0.79824626,0.41232055,-0.23002495,-0.370786,-0.9697912,0.21824862,-0.7896504,0.095238484,-0.20470008,-0.6891962,0.6127087,1.5695558,-1.9007118,0.9786362,0.06475517,-1.300898,1.2793041,-0.99276173,0.10987451,1.524466,0.44289362,0.99689275,1.660537,1.3348484,-0.10879526,0.3926789,0.20382988,-0.19341181,-0.07618395,0.6394521,-0.23359975,-0.18133077,-0.9132698,-0.5078504,-0.006707432,-0.53922015,-0.46770737,-1.2413357,-1.173393,0.29186156,-0.85566926,-0.3618549,1.8125632,0.59360677,-0.22544149,-0.34829515,1.0774356,1.6352609,1.0300164,0.9610253,-0.082825236,0.30854404,-0.6176638,0.33551013,0.6208391,0.9494095,-0.1928578,0.81443137,-0.49571794,1.0998269,1.0932219,-2.363003,-0.73261905,0.6784449,1.3999728,-0.19837722,-2.0041533,0.45937458,1.2710251,-0.07572592,-0.65093726,-1.3957376,0.34695712,-0.6552145,1.4560497,0.10292624,-0.53722465,1.5150807,-1.3294091,0.7351599,0.41913155,-1.264053,-0.97897816,-1.6886622,1.9876138,0.75119466,-2.7182221,-1.2275227,1.4687555,0.9495456,0.13455132,0.9064966,2.2427032,0.5467005,0.23983078,-0.839757,-1.4746361,-0.595824,-0.023019187,0.6481768,-0.13722186,-0.84664243,0.270357,0.7143263,-0.058593933,-0.63012254,0.15267849,-1.0452317,2.5073924,0.60648984,0.69800574,1.508047,-0.29080606,1.0454308,-0.48015875,-1.0205122,-2.1335084,0.19087234,2.4936516,-0.7497763,-0.55494446,-1.9625221,-0.44658247,0.77237433,0.8930958,0.41662627,-0.79786766,0.6647639,-0.049592797,1.2664193,-0.06931029,-0.14848895,0.15986648,0.8947664,-0.21978629,-0.21534677,2.5297232,0.087074906,-1.0385244,0.6393014,-0.33753473,-0.17156467,-1.5544977,-0.2310723,-0.22335741,-0.6180598,0.61067116,1.0514352
C_787,-14.590836,-3.785185,-1.5348026,-4.3551226,3.207563,5.9884305,-3.838143,-2.7542117,-5.2413945,2.988421,1.1579027,1.5908841,1.2569354,0.31308714,-1.8478283,1.9051365,-0.003808389,0.8878348,0.0054823016,-1.0236962,-0.84823084,-0.24638043,0.8642863,-1.6123636,1.8534073,-1.519054,1.2232287,0.9129799,-0.9603297,0.7140915,0.4835527,-0.12424455,1.2339069,-0.3684674,-0.8501036,0.70743114,1.5283133,-2.3913674,-0.9589455,-1.5138104,-0.7210735,-0.10924965,-1.4272671,-0.8341013,2.2500525,1.825719,0.2362681,1.7972139,0.44995221,-0.0760047,-1.0690576,-0.16841765,-1.4694158,-1.282597,-0.5735964,1.9065069,0.32682025,1.4667944,-1.4164734,0.41625035,0.71933365,0.29895636,0.3230677,0.7937213,0.75275445,-0.83691615,1.3176031,-0.5169023,0.26939932,0.6567547,0.5099883,-0.3860162,-0.84997165,0.81338865,-0.36409366,-0.26011756,0.026212329,0.17447521,-1.6934873,0.8110586,-1.082497,-0.8691966,0.033573255,-0.052701093,-0.74896175,-1.360757,-0.16338304,0.5469405,0.3984793,0.49442896,-0.46525532,0.026427113,0.49680302,1.1439278,0.023517642,0.7544556,0.26044503,-0.6894661,-0.42657167,-0.17971651,-1.0848229,-0.36787865,-0.65073717,-1.4442807,0.066982925,1.0057759,-0.026550734,-1.5758407,-0.67161596,-1.058535,1.6657785,0.38437027,1.212735,-0.20086715,-1.6112089,-0.25773078,0.35443068,0.22783718,0.1293856,1.7952964,2.401122,-1.187942,-1.642329,-0.084278144,-0.017146885,0.09058192,3.1263845,-0.5335188,0.7053109,-1.2108269,-0.36431056,0.47163412,-1.2182769,2.6319327,1.1833171,0.6195112,0.7525456,-0.6271623,-0.19170275,2.3329024,-1.2586627,-1.3875303,2.2724073,-0.20298715,-0.5846177,0.32810253,-0.7139687,-0.6275705,-0.6403111,1.6798308,-0.9388558,-0.0006140645,1.6178576,1.8690304,0.93880415,-1.818245,0.73172605,-0.45969212,0.39062896,-0.7846582,-2.174654,0.14259063,1.4649984,-0.55730784,-0.034657534,-0.6133639,1.7300766,0.5089867,1.0576743,-0.3542651,-0.2942243,-1.7666478,-1.7323611,0.3368689,0.6268157,-0.23758927,-2.139564,2.1519935,1.8051033,-0.056620013,1.4782778,-0.11722181,-0.4743082,0.04662284,0.5488948,-0.36748192,-1.4735702,1.0521389,-0.2610567,-0.1267987,0.41286597,0.25846052,-1.7487974,1.4221482,-1.3057297,0.6995717,-0.008185103,-0.45308253,-0.14239287,-3.8245962
C_788,20.077353,-1.0498717,4.7615027,0.37044173,8.342295,-0.28927627,-2.626618,0.46797615,3.3931189,1.9951775,-0.7116035,2.33858,-0.9844993,-0.20724732,-0.29905805,0.3473387,-0.10578885,0.16259727,-0.616328,0.054323044,0.5620438,-0.04024005,-0.14880952,0.77329373,-0.07962136,0.15260024,-0.6711459,0.0024033054,-0.40327516,-0.21627721,-0.23654225,0.9030715,-0.16249336,-0.43900508,0.102549165,-0.18077335,-0.384293,-0.18917753,-0.14306708,0.80363125,0.53530246,-0.30297157,-0.058459055,0.12070796,-0.13486081,-0.1691175,0.7608631,-0.46768808,0.36608586,-0.0889253,0.4892441,1.0022933,-0.026842967,0.31168437,-0.44013333,-0.31234583,-0.10939791,0.32909963,-0.06217456,-0.3146312,-0.4353597,-0.12459981,-0.4159075,1.054088,0.80085456,0.021765465,-0.76477873,0.023017218,-0.26262495,-0.32593825,-0.13160689,0.25209206,-0.43600187,0.40631986,-0.3245211,0.61453277,0.10139565,1.123566,-0.26510724,-0.27893484,-0.30153716,0.90335405,0.43839082,-0.25597826,0.30569258,-0.26668233,-0.110989004,-0.4708984,-0.71021676,0.10280983,0.03292953,0.11180681,-0.2888205,-0.1690091,0.08980733,-0.5086006,-0.3275878,-1.1690483,-0.036323138,0.04424515,0.33038482,0.20563437,0.78611743,0.31320345,0.20660992,0.44030496,0.18049866,0.52074736,0.2570474,-0.41383767,0.60725003,-0.4032276,-0.26603714,-0.06174225,-1.1444172,-0.46618998,-0.28146568,0.83799446,0.042980578,-0.43627432,-0.5544228,-0.3692263,-0.37914816,-0.27906603,0.6027663,-0.1512582,0.16764568,0.34196454,0.13732284,-0.060055166,0.33838022,-0.80395246,0.22966175,-0.25333974,0.49901915,-0.3887028,0.31145614,-0.14345668,-0.1115479,-0.46911067,-0.3055716,0.63185686,0.19844984,0.23334415,-0.13404995,0.154329,-0.36863536,-0.17185201,0.27498022,0.52568257,-0.42162156,0.19317605,-0.22414066,0.52916855,-0.16409944,-0.0454999,-0.048542816,0.4002929,0.6877197,0.036151037,-0.72597706,0.051567487,0.5968345,0.0010561311,-0.24925391,-0.19173674,-0.3949262,-0.019495426,0.24694693,-0.19244221,-0.085380316,-0.55955243,-0.22854216,0.39525425,0.8102737,0.20151855,0.89793915,-1.1531403,0.29471222,0.46713814,0.1336729,0.9447993,-0.095864594,-0.67526954,0.68501604,-0.052714422,-0.17338525,-0.26434222,0.041626003,0.995395,-0.6567331,-0.119118154,-0.121793956,-0.50238216,0.64150745,-0.14214125,-0.22703874,-0.1292329,0.6451241,0.3167981
