,x_pixel,y_pixel,layer_type,cell_type
514,2720.1506138392856,7883.186997767857,L4,Endo
515,2727.0021352313165,9169.415213523132,L4,eL4
516,2730.176918199112,12035.212904248574,L2/3,eL2/3
517,2753.1588162856924,10107.57192334334,L2/3,eL2/3
518,2762.6715244707098,7146.9185265936085,L5,eL6-1
519,2749.4630005155527,4501.693933665579,L6,eL6-2
520,2755.9526752231554,13152.81228542756,L1,Micro
521,2774.296157950907,8902.434525080043,L4,Astro
522,2761.817234429533,11024.439561519934,L2/3,Astro
523,2773.760800088164,4278.245867313202,L6,Micro
524,2756.518527344216,6125.49839151674,L5,Oligo
525,2755.24485710341,3308.459788761563,I_CC,eL6-2
526,2762.800416785072,7457.7196646774655,L5,eL6-1
527,2774.235114871096,9888.003608516095,L4,eL2/3
528,2805.5304238355016,10876.802909497832,L2/3,eL2/3
529,2814.244810963706,12590.237799290864,L2/3,eL2/3
530,2823.621359223301,7895.625663589842,L4,eL4
531,2836.9644866867966,8243.272920669777,L4,Endo
532,2819.30958150501,5898.841770908376,L5,Astro
533,2828.540111772129,6639.10510185686,L5,Oligo
534,2823.883220651506,2876.790802927865,I_CC,Oligo
535,2821.1651846905424,11668.687449478086,L2/3,eL2/3
536,2835.134236242071,6494.3817932453285,L5,Astro
537,2856.5571606475714,2423.9146533831467,I_CC,Oligo
538,2841.6495562726905,3480.7603872529244,L6,eL6-1
539,2835.816769180965,6720.130916154095,L5,Oligo
540,2851.625966397443,7023.097568349674,L5,eL4
541,2860.3141135358724,10540.23349022964,L2/3,eL2/3
542,2869.3089104941364,13118.952590959208,L1,Reln
543,2862.7769464446446,10007.907065706571,L2/3,eL4
544,2864.191277218488,11886.481489820206,L2/3,eL4
545,2883.394956424995,9342.740478397924,L4,eL4
546,2889.416553972052,11330.104060473665,L2/3,Oligo
547,2884.2093525179857,153.16978417266188,HPC,HPC
548,2901.769071794411,8815.986072423399,L4,eL4
549,2895.4849587578847,9542.045269286757,L4,eL4
550,2913.063014877659,3882.5834255502273,L6,eL5
551,2948.4211999300333,2398.603375896449,I_CC,Oligo
552,2934.131654538491,8501.546103025661,L4,eL4
553,2967.259016850021,12926.02696931718,L1,Endo
554,2963.4027246528685,3129.341524757663,I_CC,Oligo
555,2940.752010875722,788.2033155847589,HPC,eL5
556,2968.1242622071186,629.8147021999642,HPC,Micro
557,2972.393314836834,139.79772757299511,HPC,Oligo
558,2972.7917057902973,2617.7005477308294,I_CC,Oligo
559,2987.0834653988377,9938.92293977813,L4,Micro
560,2975.628659611993,10407.896252204586,L2/3,eL4
561,2990.079326355552,4379.092704808373,L6,eL6-1
562,2981.734307262901,10044.187956529486,L2/3,Micro
563,2986.6988847583643,5883.443242166755,L5,eL6-2
564,2986.1155079750347,4932.75169036061,L6,eL6-2
565,2967.600984270964,11722.59234777574,L2/3,Endo
566,3006.045528546568,10839.36055128277,L2/3,eL2/3
567,3002.1064618359565,2835.458720524252,I_CC,Oligo
568,2999.802418841502,11273.085073201784,L2/3,PVALB
569,3001.374873998621,12515.513342882912,L2/3,eL2/3
570,3013.925911385306,1547.1496354458775,I_CC,Oligo
571,3048.4453785009778,1244.6431395397228,HPC,Astro
572,3012.4351887007365,13673.54529577037,L1,Astro
573,3024.4784446322906,3691.825081511896,L6,eL6-2
574,3035.8316580462574,9453.903776715137,L4,eL4
575,3026.989014007141,8243.873990661907,L4,eL4
576,3043.666459686664,2358.0693064577763,I_CC,Oligo
577,3058.446526483897,3817.791589033804,L6,eL6-2
578,3061.6869822485205,8978.076134122288,L4,eL4
579,3050.1325918079096,9279.678230932202,L4,PVALB
580,3068.4330378470195,10130.150963426931,L2/3,Oligo
581,3068.518192057196,12377.327016306745,L2/3,eL2/3
582,3067.2795031055903,8573.483808719773,L4,eL4
583,3085.2604544922106,2728.1598922338057,I_CC,Reln
584,3070.5323821421525,9121.914787296995,L4,eL4
585,3086.247946768061,752.2757794676806,HPC,eL6-2
586,3095.052125624154,2569.6102011293106,I_CC,Oligo
587,3076.250562170532,5730.760681240093,L5,PVALB
588,3106.5624133834885,5889.51979805979,L5,SST
589,3104.644058488364,3605.783277270543,L6,eL6-1
590,3087.3010042646856,8421.82225890769,L4,eL4
591,3089.067375886525,1971.5562997986167,I_CC,Oligo
592,3111.867838138844,5281.154065090954,L6,Micro
593,3119.364126213592,12520.830922330097,L2/3,eL2/3
594,3109.734607906675,5162.241007777057,L6,Micro
595,3102.6895380434785,12843.98581861413,L2/3,Astro
596,3115.296882682663,3109.3718163044546,I_CC,eL6-2
597,3126.322110878812,6561.9608535794105,L5,eL5
598,3152.971414702551,7830.611671430883,L4,SST
599,3156.9946757240555,964.340937256162,HPC,Astro
600,3152.707747948254,8632.113784949228,L4,eL4
601,3134.1131629701063,10847.155834136933,L2/3,eL2/3
602,3176.6765599772057,10537.95958780511,L2/3,Micro
603,3208.6459612432845,4695.36176132003,L6,Endo
604,3194.717225543713,7599.758079889091,L5,Oligo
605,3199.390687361419,13191.12100886918,L1,Endo
606,3211.808976428802,3493.9919276719406,L6,eL6-2
607,3218.701813344536,1957.646922915354,I_CC,Oligo
608,3240.326354088007,2296.2310702272257,I_CC,Oligo
609,3237.342962537128,9433.626521030948,L4,eL4
610,3222.5469261045514,4851.737790343145,L6,eL6-1
611,3261.2718144659675,3163.127510218589,I_CC,eL5
612,3251.387791873506,9179.914874057731,L4,eL4
613,3292.023158914729,5420.877745478037,L6,eL6-2
614,3276.1953125,3398.559895833333,I_CC,eL6-2
615,3294.9179721005826,4023.736671030653,L6,Endo
616,3289.026277177538,3834.500066693344,L6,eL6-2
617,3307.9735134419284,2607.8250893921336,I_CC,Oligo
618,3300.910895992796,8987.674425934263,L4,eL4
619,3353.1290962026883,4817.730285572694,L6,Astro
620,3345.110070498637,12381.584829928472,L2/3,eL2/3
621,3324.5036433969053,2867.6110561353003,I_CC,Oligo
622,3372.49313430374,8490.711434580016,L4,eL4
623,3368.3859275053305,13336.230149253732,L1,Micro
624,3374.0822478991595,3517.274737394958,L6,Endo
625,3367.2023857057297,8228.23807147135,L4,eL4
626,3369.2414004914003,2287.453808353808,I_CC,Oligo
627,3367.3803281919872,3293.5694574483814,I_CC,eL6-2
628,3355.62626839168,7617.107940131913,L5,eL4
629,3418.905993306967,6150.335023493222,L5,eL5
630,3400.29711535862,6928.143421017059,L5,eL5
631,3414.77601103314,1369.396909098284,I_CC,Astro
632,3414.199081592653,7824.126729013832,L4,Astro
633,3446.2591495425227,13568.302459877006,L1,Oligo
634,3478.282483997007,2826.7049630060687,I_CC,Oligo
635,3460.2812548921383,10959.170543849212,L2/3,eL2/3
636,3460.967363733724,6394.79009075024,L5,eL4
637,3482.4470727606235,7990.409354937328,L4,SST
638,3489.1977037749457,2258.627073815821,I_CC,Oligo
639,3469.077297925608,7090.425116237482,L5,Astro
640,3543.6117395944502,3410.134151547492,I_CC,Astro
641,3496.2567906655795,9857.723982184303,L4,eL4
642,3495.6934961569973,9392.922944871443,L4,eL4
643,3497.6942675159235,1501.3238988068538,I_CC,Oligo
644,3515.3965010063475,8820.197089332714,L4,eL4
645,3524.9641472353533,4729.7924257714985,L6,eL6-2
646,3519.266952992632,8236.942511525276,L4,eL4
647,3520.751100194453,12119.741650462252,L2/3,eL2/3
648,3538.7068635493574,5463.881487558107,L6,Astro
649,3533.610872313527,6352.536599241466,L5,Micro
650,3553.2972918104674,8686.976694141053,L4,eL4
651,3569.81744920737,7471.354924142106,L5,Astro
652,3555.4040670108525,8911.174744494785,L4,eL4
653,3567.887342043264,4185.253319768687,L6,eL6-2
654,3569.700834253466,7130.722304011778,L5,Astro
655,3558.2161165572443,11851.669934346612,L2/3,eL2/3
656,3575.227109729859,11246.724559725875,L2/3,eL2/3
657,3568.8437452407784,12516.297523681886,L2/3,eL2/3
658,3618.7118041387353,5946.968055960361,L5,Endo
659,3605.9641615782057,3807.418459370596,L6,eL6-2
660,3607.852504995968,1103.228938049995,HPC,Astro
661,3609.4439001156697,7270.183200653195,L5,eL4
662,3611.831499667725,1601.9652957247283,I_CC,Endo
663,3657.349825013815,4482.72179038497,L6,eL6-2
664,3636.806261572126,4799.313381585592,L6,PVALB
665,3633.9874550196414,738.7914231950084,HPC,eL5
666,3652.242566452796,7679.134628780935,L5,eL4
667,3671.1820522908542,11784.41925676884,L2/3,Micro
668,3657.1367346938778,12202.976982268316,L2/3,Astro
669,3653.126300443973,6667.059836988934,L5,eL5
670,3621.2846321864417,2969.760395166624,I_CC,Oligo
671,3664.417751518793,7952.439248280926,L4,eL4
672,3671.052660026253,12375.090340514244,L2/3,eL2/3
673,3695.358570704906,10333.018353271247,L2/3,eL2/3
674,3709.4664857055295,6525.965982224946,L5,eL5
675,3712.835209572359,10033.637036250357,L2/3,eL2/3
676,3723.521471053637,1651.940743165821,I_CC,Oligo
677,3714.0857780612246,3609.4793792517007,L6,eL6-2
678,3762.9867658677904,5773.305833552805,L5,eL4
679,3728.040718769798,8453.771813626678,L4,eL2/3
680,3744.232493606834,3776.402959899886,L6,eL6-2
681,3742.9891386475256,8712.713638080846,L4,eL4
682,3744.645924060969,9047.867991290146,L4,eL2/3
683,3735.348856651094,8203.847209245143,L4,Astro
684,3762.574696105185,8582.778913420987,L4,eL4
685,3775.660066405071,5417.186598249321,L6,Reln
686,3763.201903467029,9408.94731475187,L4,Reln
687,3774.3969880261698,6032.546969509937,L5,eL5
688,3795.349040887239,9550.15698034176,L4,eL4
689,3810.069466125508,672.3368716827973,HPC,eL5
690,3796.8858217624606,3902.030204126791,L6,eL2/3
691,3809.1690504220624,4230.941938231095,L6,PVALB
692,3791.68051948052,5895.484719535783,L5,Astro
693,3811.685832869363,9276.418332742824,L4,eL4
694,3808.400903140277,3048.6249896428867,I_CC,Oligo
695,3811.354298215085,6704.930691592503,L5,Micro
696,3808.828342372082,12560.932523775838,L2/3,eL2/3
697,3816.279203400504,10333.050259760705,L2/3,eL2/3
698,3810.702024726752,1844.427432359792,I_CC,Oligo
699,3841.228692650056,2236.43841770309,I_CC,Oligo
700,3832.4850203295528,108.01540766103146,HPC,Endo
701,3826.68994714425,1438.3206240057475,I_CC,Astro
702,3829.4031807436063,8879.554695895122,L4,eL4
703,3838.770495691359,3578.1234880227685,L6,eL6-2
704,3819.146733486839,7448.770508826584,L5,Astro
705,3822.140578947368,10576.75194736842,L2/3,eL2/3
706,3841.6976118140215,6302.396338883975,L5,eL6-1
707,3845.9296621533936,12992.620841804732,L1,Endo
708,3874.883493418712,2725.083333333333,I_CC,Micro
709,3865.109567585972,3774.118692543412,L6,eL6-2
710,3865.1050023128255,4009.71320954206,L6,eL6-2
711,3894.057625057017,10959.01313668846,L2/3,eL2/3
712,3914.921598905826,9777.32463435618,L4,eL2/3
713,3842.2632280604976,12823.947593435389,L2/3,Astro
714,3885.929343542394,1749.1158090305146,I_CC,Oligo
715,3904.619699042408,3282.6495668034654,I_CC,eL6-2
716,3897.4433801143537,5861.07499814361,L5,Astro
717,3892.388741320658,7759.277459341069,L5,eL4
718,3894.467433638924,1063.2117562466294,HPC,Endo
719,3914.2666580952073,11682.884092443188,L2/3,eL2/3
720,3933.7135798933086,6156.4939314739895,L5,Astro
721,3923.460747082787,7133.851342953808,L5,eL5
722,3866.35525758645,13123.788228652082,L1,Endo
723,3925.994064378662,5178.4654135910505,L6,Reln
724,3939.730183768436,7322.985408943923,L5,PVALB
725,3961.0973317296985,8919.350394226914,L4,Reln
726,3937.316738269733,3863.6654873220455,L6,eL6-2
727,3981.253358701561,8513.791838161062,L4,eL4
728,3975.558913490071,12887.398082629536,L2/3,Endo
729,3939.2093023255816,782.412162597436,HPC,Astro
730,3982.05895119503,12078.410949241746,L2/3,eL6-1
731,3958.6381095838815,7935.386518546413,L4,eL4
732,3967.9343212357153,9099.131545899789,L4,eL4
733,3970.447490742929,3750.048136768298,L6,eL6-2
734,3998.237649294245,1034.226384364821,HPC,Astro
735,3992.342337931632,4769.427440025344,L6,Oligo
736,3998.9921431689218,9235.25814054998,L4,eL4
737,3988.73537985061,3456.8155401712515,L6,eL6-2
738,4008.238635504122,12491.708645336965,L2/3,eL2/3
739,4012.1302494532783,10157.439786500612,L2/3,eL2/3
740,4038.88435150118,10538.738789176135,L2/3,VIP
741,4043.666860165119,748.4462719298245,HPC,Oligo
742,4023.030609687324,5588.019769409111,L6,Reln
743,4026.507804339392,11490.64479064076,L2/3,eL2/3
744,4035.4541857798167,1772.644380733945,I_CC,Oligo
745,4025.356562328391,8191.038769906645,L4,eL4
746,4081.345456723092,11777.84633503673,L2/3,Micro
747,4060.636914352001,271.6287620029645,HPC,Micro
748,4059.946275723912,3342.2850573666,I_CC,eL6-2
749,4056.028150402434,5852.138549633604,L5,eL6-1
750,4061.326034063261,7719.53205760505,L5,PVALB
751,4043.078739832363,6884.285560923242,L5,eL5
752,4071.1742855819552,9016.514427307677,L4,eL4
753,4068.428282828283,10429.488068181818,L2/3,VIP
754,4064.546273745738,1366.691427179737,I_CC,Oligo
755,4066.948555741227,10954.612974456912,L2/3,eL2/3
756,4090.966642606723,8054.225613528562,L4,eL4
757,4119.050014563309,520.0736071235385,HPC,HPC
758,4055.975524973645,8786.693620537368,L4,eL4
759,4122.946661210013,7196.321908464634,L5,Oligo
760,4125.408718758978,8234.372737719046,L4,eL4
761,4105.897793214452,11660.28853403363,L2/3,eL2/3
762,4116.463076551558,2319.6146824438542,I_CC,Oligo
763,4104.684522739529,8336.307028581701,L4,Endo
764,4114.55939926834,9305.39175919389,L4,Endo
765,4135.830633512175,3783.48225340487,L6,Oligo
766,4178.390568319226,5578.880079911676,L6,SST
767,4156.292058420812,12762.8910543131,L2/3,Endo
768,4167.933231127088,1439.41689574963,I_CC,Oligo
769,4168.474000134889,1985.5217171376544,I_CC,Astro
770,4220.8890635298885,2951.09466105562,I_CC,eL6-1
771,4179.941776227529,7337.274406838131,L5,Oligo
772,4187.108966861599,4685.492397660819,L6,eL6-2
773,4214.54065877509,3669.961091096243,L6,eL6-2
774,4209.015421751375,4449.727996066335,L6,eL6-2
775,4214.663499506417,6790.297630799605,L5,eL5
776,4245.794390853876,11957.344885078004,L2/3,eL2/3
777,4243.505355624823,10013.7860017002,L2/3,Astro
778,4251.748891855807,7844.891001335113,L4,eL6-1
779,4266.155013077594,8104.474934612032,L4,eL4
780,4228.647506018499,10382.00836254593,L2/3,eL2/3
781,4256.0287907073225,1356.266998548019,I_CC,Oligo
782,4281.233139922001,5847.958099495862,L5,Oligo
783,4260.01607006207,5332.54306606581,L6,Oligo
784,4271.171404137482,12070.102826193192,L2/3,eL2/3
785,4242.780460611129,9367.796592453224,L4,eL4
786,4272.920073315223,10767.546983929566,L2/3,eL2/3
787,4284.933691087261,11290.035090993932,L2/3,eL2/3
788,4303.824214937712,5750.941156208738,L5,Reln
789,4289.637515762925,10252.275977301388,L2/3,eL5
790,4299.386971710975,7737.191930811179,L5,eL4
791,4304.834860642895,8943.660747352928,L4,eL2/3
792,4309.792703475841,12646.787178180964,L2/3,Micro
793,4309.25598663449,6303.050603304251,L5,PVALB
794,4314.891490633719,9083.162116381029,L4,eL4
795,4330.937317228227,6712.636660309388,L5,eL5
796,4352.741415586602,1948.3699293048307,I_CC,Oligo
797,4373.87512188327,10098.50818359103,L2/3,Astro
798,4325.8959481526845,8753.996938150643,L4,eL4
799,4336.26565975881,2537.5755180892165,I_CC,Oligo
800,4326.389862648626,10545.861418614186,L2/3,eL2/3
801,4349.022068559659,505.1563925261145,HPC,HPC
802,4339.963223536936,11370.783754397184,L2/3,eL2/3
803,4324.272182177712,9717.470657651336,L4,SST
804,4341.076057948913,9939.485369805569,L4,eL2/3
805,4358.552076497609,3660.9940001874943,L6,Oligo
806,4357.088459226608,6479.992010619115,L5,Astro
807,4362.059554206059,7993.258298254089,L4,Reln
808,4366.631365949433,5090.3202307969705,L6,eL6-1
809,4379.427704223141,5594.584488984248,L6,eL6-2
810,4384.267123579243,9282.318675237326,L4,eL4
811,4365.377462537463,13005.224215784216,L1,Reln
812,4387.958868144691,11466.868311385231,L2/3,eL2/3
813,4400.282842216483,4026.9263911716366,L6,eL6-2
814,4374.919696098314,12262.636831431426,L2/3,eL2/3
815,4379.162456005854,11857.508624594906,L2/3,VIP
816,4388.197637762179,3128.709638098441,I_CC,eL6-2
817,4409.327734283711,10907.856566954895,L2/3,eL2/3
818,4436.620332365602,4428.767043748123,L6,Astro
819,4438.997713682729,5348.317915347638,L6,Oligo
820,4435.666115884556,5698.067746199604,L5,Astro
821,4457.631162928565,8476.76499357771,L4,eL5
822,4449.125868178597,1048.8454996456414,HPC,Oligo
823,4444.022698665772,8161.66019132332,L4,eL4
824,4446.922115811505,8604.72531236126,L4,eL4
825,4458.298256123536,7998.739683173589,L4,eL4
826,4441.630530973452,9095.53261856138,L4,eL6-1
827,4457.843413826826,4914.179944331603,L6,eL4
828,4459.4402874764255,9745.209134002753,L4,eL4
829,4461.246796837179,10372.131967080846,L2/3,eL2/3
830,4462.509912477101,2850.963281090983,I_CC,Oligo
831,4484.15194011873,7353.469872953053,L5,Astro
832,4502.871599443672,3300.3970514603616,I_CC,eL6-2
833,4494.795172576992,5954.833000912748,L5,eL6-2
834,4496.903962279758,12773.075481842998,L2/3,Astro
835,4512.548662730114,7217.1020493226815,L5,eL4
836,4523.458529874214,11523.030463836478,L2/3,Astro
837,4522.6203321364455,1761.8012567324954,I_CC,Astro
838,4532.388309671695,6377.52802425318,L5,PVALB
839,4533.918141081906,2160.076777382548,I_CC,Oligo
840,4535.211528046421,4667.585570599613,L6,eL6-2
841,4568.551406682547,1527.9428313912315,I_CC,Astro
842,4585.121250350435,3020.7697645079897,I_CC,eL5
843,4595.941677718833,2673.1640915119365,I_CC,eL6-2
844,4606.870876768898,8958.317872790452,L4,Astro
845,4606.0747533467065,12504.30720104802,L2/3,eL2/3
846,4599.630461200162,875.4499160928187,HPC,Astro
847,4604.292249750766,8133.257246243031,L4,eL4
848,4611.247095716628,1030.0868077827668,HPC,Astro
849,4601.05004642115,7737.279278482692,L5,eL4
850,4608.4011418132,12274.832792875086,L2/3,Endo
851,4610.232474819171,3712.8639221253297,L6,eL6-2
852,4615.532012290713,6594.734809054995,L5,PVALB
853,4603.150635608788,789.2481446101845,HPC,Astro
854,4617.030554005922,5386.76629618504,L6,Endo
855,4635.883442228917,9737.27729442432,L4,eL2/3
856,4639.493374902572,4308.290650632817,L6,eL6-2
857,4620.636368191612,9161.504534749713,L4,Micro
858,4613.8250964927,6711.153800973318,L5,PVALB
859,4595.155886358009,10022.468123297846,L2/3,eL4
860,4655.707881957415,3258.6226586263942,I_CC,eL6-2
861,4651.410669157235,4690.949620920778,L6,eL5
862,4631.991016513214,1400.2865769560517,I_CC,Oligo
863,4660.155789685602,10503.717276784217,L2/3,eL6-1
864,4660.364142062474,11439.904257595208,L2/3,eL2/3
865,4671.37610519795,4090.799374894408,L6,eL6-2
866,4685.837283473783,7869.895979634832,L4,Astro
867,4693.144085591441,3735.951704829517,L6,eL6-2
868,4693.20444737473,9277.507731958764,L4,eL4
869,4696.772429838592,463.196161116766,HPC,Micro
870,4714.933305716653,10673.248412040874,L2/3,eL6-1
871,4699.540573298588,8658.989515786921,L4,eL4
872,4709.1822348664455,8795.684210526315,L4,eL4
873,4720.446925954171,2944.235428695936,I_CC,eL6-2
874,4716.891453225586,8071.622312012053,L4,eL4
875,4749.690811724916,11142.130824877866,L2/3,eL2/3
876,4746.997492187199,13656.69964118986,L1,Reln
877,4761.438814768849,11393.03633260937,L2/3,Astro
878,4727.707330145119,6947.481365435357,L5,Astro
879,4757.397723369805,12685.374858937246,L2/3,Reln
880,4759.8360914995765,6671.79757130754,L5,Micro
881,4753.718497690299,12162.600763205462,L2/3,eL2/3
882,4786.724831508003,1455.5865101095198,I_CC,Oligo
883,4802.818491443762,10793.018026250207,L2/3,PVALB
884,4807.018060504436,3258.451582477468,I_CC,eL6-2
885,4809.13953826577,9756.84820941647,L4,eL2/3
886,4802.743025729539,9081.348613173845,L4,eL4
887,4829.817896717541,5880.68628475852,L5,Oligo
888,4845.151262368549,10929.024936770644,L2/3,PVALB
889,4838.293791153859,6842.852587306512,L5,eL6-1
890,4832.351070254311,5687.235388847883,L5,Oligo
891,4845.148514851485,7069.765557719207,L5,eL4
892,4819.3719192747485,6167.756343674548,L5,Astro
893,4834.11767105129,8765.659681859895,L4,eL4
894,4849.864908224414,9276.601283442646,L4,eL4
895,4837.002185082383,10248.47481249631,L2/3,Oligo
896,4834.268379670909,4249.138526384048,L6,eL6-2
897,4864.74759119064,11957.459394356503,L2/3,eL2/3
898,4861.932469891034,10609.80859300325,L2/3,eL2/3
899,4864.033639723301,12114.7479389747,L2/3,Micro
900,4854.666838465833,1023.3101404458188,HPC,Astro
901,4844.692547499684,3046.811096600244,I_CC,Oligo
902,4867.803467332879,7865.059959118783,L4,eL4
903,4872.10112869092,8394.983724680036,L4,Oligo
904,4870.221032132425,10119.842908146706,L2/3,Endo
905,4893.062302553213,842.5700968460303,HPC,SST
906,4903.03065660032,9393.687805994052,L4,eL4
907,4904.72060068876,4584.756619432055,L6,eL6-1
908,4887.5211950762205,8583.070188310101,L4,eL4
909,4935.006354348368,9172.861159564747,L4,eL2/3
910,4921.405576462538,9650.695278823128,L4,eL2/3
911,4901.124511601945,4041.876325651862,L6,Astro
912,4934.116330201879,5699.339796122326,L5,eL5
913,4927.949964380003,8195.403888865609,L4,eL4
914,4894.46682521444,3535.8245196804105,L6,eL6-2
915,4913.066551851396,13126.982982736705,L1,eL6-2
916,4942.568804352881,4356.126633493001,L6,eL6-2
917,4945.222691793523,677.3316227521669,HPC,Astro
918,4935.042816391464,11435.860551867903,L2/3,SST
919,4947.554445817016,6305.091071569374,L5,eL6-1
920,4949.992482497418,5356.608802938138,L6,Micro
921,4960.11417522753,213.6043513925237,HPC,PVALB
922,4948.617266084646,2768.6514756120705,I_CC,eL6-2
923,4997.381724941725,12374.41463869464,L2/3,Astro
924,4980.541900937082,10335.23159303882,L2/3,eL2/3
925,4983.923325409886,10894.339275918815,L2/3,eL6-1
926,4989.7007145177,1207.1470715600303,HPC,Astro
927,4995.468282465589,5059.993476959904,L6,eL6-1
928,5004.534876380852,1619.644713308785,I_CC,Oligo
929,4999.140834666995,5871.027391357873,L5,Endo
930,5009.525703054128,11721.765315996372,L2/3,eL2/3
931,5022.11115223748,2333.3296442980345,I_CC,Oligo
932,5013.326882775226,4758.513978686405,L6,eL6-2
933,5039.310846881825,8392.493326862412,L4,SST
934,5051.368389618851,4546.445976761864,L6,eL6-1
935,5065.346789883269,7628.100344208321,L5,eL5
936,5057.862750491159,3732.993005893909,L6,eL6-2
937,5099.724595997757,6323.003485509543,L5,Oligo
938,5116.642902208202,8125.53948953255,L4,Endo
939,5065.297458975907,11455.950606443115,L2/3,Endo
940,5128.50190943808,5099.358392434988,L6,Astro
941,5116.178312881861,8956.435847409766,L4,Astro
942,5115.956166579329,9585.862365525109,L4,eL2/3
943,5144.72948098974,1640.1827097163548,I_CC,Oligo
944,5120.008520501437,3971.618438234526,L6,eL6-2
945,5111.778308450227,12029.276634951677,L2/3,eL2/3
946,5139.954629585686,5963.200512552798,L5,SST
947,5151.383275082237,7139.688810649671,L5,Astro
948,5164.53719781648,4724.305120873408,L6,eL6-1
949,5158.91443023746,8335.73856025479,L4,Oligo
950,5153.413449697489,4308.793917652728,L6,eL6-1
951,5191.572043157607,2199.362810707457,I_CC,Oligo
952,5178.386778009743,4145.083321735096,L6,eL6-2
953,5179.970385091548,7461.3438782824,L5,eL5
954,5189.958615126885,8010.72662406155,L4,eL4
955,5195.253217102532,11876.145163968453,L2/3,eL2/3
956,5221.912620220502,10177.063570255688,L2/3,eL2/3
957,5230.781286602397,3092.626317686278,I_CC,eL6-2
958,5214.259372869802,3217.1521813224267,I_CC,eL6-2
959,5214.526041459436,11720.69036724625,L2/3,eL2/3
960,5218.4653967442255,6841.927597374925,L5,Micro
961,5240.458956230774,12031.64315397485,L2/3,eL4
962,5251.468076154412,4275.467182076365,L6,eL6-2
963,5220.318316328784,5682.662514906586,L5,eL6-1
964,5245.656001580013,11304.753616748136,L2/3,Astro
965,5245.8474773308535,5943.833992094862,L5,Micro
966,5263.918397912842,2704.0897671272587,I_CC,Endo
967,5228.978127264432,10530.676176162744,L2/3,eL2/3
968,5256.58616260889,8413.20220013402,L4,eL4
969,5254.890721890722,4893.315022815023,L6,eL6-2
970,5262.333140090029,9597.729129723091,L4,eL6-1
971,5254.658768798009,9870.757600346207,L4,eL2/3
972,5267.68922124127,3425.731387534589,I_CC,eL6-2
973,5279.242484869705,7917.066073125594,L4,eL4
974,5265.150813084699,2121.3055189301185,I_CC,Oligo
975,5293.611448047717,4055.877449751892,L6,eL6-1
976,5290.478839316435,8082.411744466109,L4,Astro
977,5294.890851381628,804.0709484690067,HPC,Reln
978,5269.990541929798,13793.778969011602,L1,Astro
979,5312.119980955404,1120.0892318679576,HPC,Oligo
980,5293.987823825983,10297.424485524938,L2/3,eL2/3
981,5333.981373992896,8154.213289439487,L4,Astro
982,5332.888311439868,9093.854259660757,L4,eL4
983,5297.057500600528,444.98084314196495,HPC,eL5
984,5340.317832150479,5550.536900094297,L6,PVALB
985,5345.2286102308735,4877.651652331371,L6,eL2/3
986,5358.771653138806,5060.381639782185,L6,eL5
987,5340.904041386285,1614.133688591544,I_CC,Oligo
988,5351.9675230685725,8600.627329473493,L4,eL4
989,5373.589717328963,3728.360371432473,L6,eL6-1
990,5375.847467927077,11593.859959486834,L2/3,eL2/3
991,5391.007274007156,7877.095031383821,L4,eL4
992,5392.2254180602,11238.421070234112,L2/3,eL2/3
993,5375.57790631617,8315.636265041574,L4,eL4
994,5386.732087391419,9511.050434324825,L4,eL4
995,5390.848063333036,3148.153815189194,I_CC,eL6-2
996,5421.06762336972,6459.446216116767,L5,eL5
997,5438.163343861034,10049.189301223843,L2/3,Astro
998,5408.233886206172,9283.80545874449,L4,eL2/3
999,5417.7603060213805,3564.296697291574,L6,eL6-2
1000,5431.765135206091,8145.936413756892,L4,eL4
1001,5442.322323280677,6831.56608691027,L5,Astro
1002,5438.39177781108,747.5497277586293,HPC,SST
1003,5455.11136459357,11000.716587112172,L2/3,eL2/3
1004,5446.952894438138,11814.21364610922,L2/3,eL2/3
1005,5447.838946021097,1299.0535375380678,HPC,Astro
1006,5469.603430398341,3324.231055041908,I_CC,eL6-2
1007,5473.07451630044,7145.499202950646,L5,eL4
1008,5478.052194860814,905.7540484475376,HPC,Reln
1009,5474.1659117997615,7682.922458709348,L5,eL4
1010,5484.224127773778,9543.265104405316,L4,eL4
1011,5481.628111927872,6031.044145717418,L5,eL5
1012,5489.351220346715,8603.584568886861,L4,eL4
1013,5478.307696855049,9179.735102861196,L4,Astro
1014,5499.658727244111,1933.5843869681548,I_CC,Oligo
1015,5494.4111027353,8738.365442601766,L4,eL4
1016,5500.080294207784,10718.030602863271,L2/3,eL6-1
1017,5519.12223751902,2701.3445764799653,I_CC,eL6-2
1018,5519.571355301961,7291.1861349745695,L5,Reln
1019,5513.372513658303,9411.371399777225,L4,Astro
1020,5536.651275876441,2592.8668086880007,I_CC,Astro
1021,5539.823522568637,1587.4918566775243,I_CC,Oligo
1022,5574.667002930298,3459.5569966854014,L6,eL6-2
1023,5579.54745393303,8510.198335644938,L4,eL4
1024,5574.620202823623,9683.665042752038,L4,Astro
1025,5589.928127772849,4777.129033764536,L6,eL6-1
1026,5625.01303234815,298.6749825459623,HPC,Oligo
1027,5576.930846659985,6192.011547344111,L5,eL5
1028,5614.15634061187,9559.260784661814,L4,PVALB
1029,5614.324486544917,11300.845337657163,L2/3,eL2/3
1030,5604.1431609473175,3688.9044627034,L6,eL6-2
