,x_pixel,y_pixel,layer_type,cell_type
181,886.4602851323829,11714.546982947966,L2/3,eL2/3
182,889.5402085747393,4411.115720355349,L6,eL6-1
183,881.0151925865221,13788.879467944273,L1,Endo
184,893.6447184271909,6485.4471842719095,L5,eL5
185,900.607730070911,4637.071612249669,L6,eL6-2
186,914.0714958997078,9517.001178244886,L4,eL4
187,900.4687244935817,888.5757215997626,HPC,Astro
188,895.1677064062299,3716.0996859269458,L6,eL6-2
189,921.8537626628076,4138.465340086831,L6,eL6-2
190,933.8971897653172,8235.884081956903,L4,Astro
191,948.9359735504283,6364.388638060364,L5,eL6-1
192,910.2877265347316,1004.05445609724,HPC,SST
193,932.5363625138906,12384.059204840103,L2/3,Reln
194,952.6380230642504,12538.381911037892,L2/3,eL2/3
195,977.380003465604,10618.73932882805,L2/3,Astro
196,972.912644180834,7647.79954080796,L5,Endo
197,988.9543336439888,11272.80827586207,L2/3,eL2/3
198,994.6602967184124,10170.079534289644,L2/3,Endo
199,1008.209675345548,11875.101639344262,L2/3,eL2/3
200,1034.7488358967123,13789.853722778797,L1,Endo
201,1013.0953801051356,9584.54918115649,L4,Endo
202,1024.2768912612134,8028.457284185228,L4,Astro
203,1036.5420300550113,10793.503522071647,L2/3,eL2/3
204,1040.1873746691265,2758.0492901259327,I_CC,Oligo
205,1041.3168705355774,6528.879456758331,L5,eL6-1
206,1056.857094133697,12850.602546612095,L2/3,eL6-1
207,1045.029442622951,7451.838360655738,L5,eL6-1
208,1048.0291772269272,11622.243741113927,L2/3,Astro
209,1049.5523821887575,9090.29683240296,L4,Endo
210,1047.930825169782,5726.84800769277,L5,eL6-2
211,1062.934996516893,9885.527298850577,L4,Endo
212,1049.030786106033,1158.2631078610602,HPC,eL5
213,1067.625063938619,4688.951023017903,L6,eL6-1
214,1071.7567833630717,10169.6361287147,L2/3,Endo
215,1073.6066669873492,1401.7751695608254,I_CC,Oligo
216,1080.0243892270491,5973.407987992996,L5,eL5
217,1065.068283028204,2219.5365330694376,I_CC,Oligo
218,1087.373806796487,6861.253837342497,L5,Oligo
219,1092.2439880228314,5350.215682605034,L6,eL6-2
220,1094.893311304696,3621.745719435266,L6,Astro
221,1120.6374288964732,4779.453811149033,L6,eL6-1
222,1114.8084596097242,12342.631908862968,L2/3,eL2/3
223,1140.0393228823607,5714.348834145699,L5,eL6-2
224,1126.377805554046,12462.33503613934,L2/3,Oligo
225,1158.379925945517,8655.813805871463,L4,Endo
226,1141.8498570715549,3505.2885793366304,L6,Oligo
227,1178.4572547038767,4218.858736372437,L6,VIP
228,1137.581525179856,8232.027050359713,L4,Astro
229,1155.9821995394286,3237.8386755461506,I_CC,eL6-2
230,1167.0656444050185,4097.700735014573,L6,Micro
231,1138.5043874932685,4985.351918142364,L6,eL6-2
232,1179.3130955622107,8388.112646338142,L4,Endo
233,1174.2736091981556,9025.984789508351,L4,Endo
234,1165.756492465534,7018.495564817784,L5,Oligo
235,1179.7401826325474,11466.457379952086,L2/3,eL2/3
236,1173.2016499157614,1651.9758322198338,I_CC,Oligo
237,1176.5273322304538,10526.49812990002,L2/3,Astro
238,1193.6643689346631,11021.974076176572,L2/3,eL2/3
239,1185.31238433066,6833.349398519433,L5,eL6-1
240,1176.3699524133242,13748.329299796058,L1,Astro
241,1207.2169561798555,5269.87147044106,L6,Endo
242,1199.7851047773845,1782.2939571602717,I_CC,Oligo
243,1202.2432047719108,7913.049481461398,L4,Endo
244,1200.8370755750277,1410.56523822563,I_CC,SST
245,1219.4179494069326,9967.59226133354,L4,eL2/3
246,1216.9567715147034,9134.174335930837,L4,Endo
247,1228.5536152318657,2631.98896156991,I_CC,Oligo
248,1238.4927618185932,9536.791261403903,L4,eL4
249,1257.9059273111634,4676.966338726726,L6,eL6-1
250,1233.0880166330646,12803.096144153224,L2/3,eL2/3
251,1266.2943226705909,8358.900085198668,L4,Endo
252,1243.6683703703704,7821.148222222222,L4,Endo
253,1238.51091533329,10336.177042171406,L2/3,eL2/3
254,1240.4608722548717,4518.31580575317,L6,eL6-2
255,1253.750806451613,12926.94379032258,L1,Endo
256,1264.676071333511,8008.630755922279,L4,Endo
257,1262.722748692455,3399.1265599917147,I_CC,eL6-2
258,1283.5447369414965,244.6287343732296,HPC,VIP
259,1234.7541830970904,13013.608494085049,L1,Micro
260,1306.317455577124,907.7424593101388,HPC,Astro
261,1270.9087705559907,12211.03347689898,L2/3,Micro
262,1295.1897680293982,1874.215606338999,I_CC,Oligo
263,1292.338860850757,3682.6929732128,L6,eL6-2
264,1321.4647151313357,13102.10534591195,L1,Endo
265,1323.8061331863507,1420.7231046750514,I_CC,Astro
266,1292.02640893003,12084.743488519827,L2/3,eL6-2
267,1318.031641972034,9336.88885520482,L4,eL4
268,1319.2253970666463,4339.851014514781,L6,eL6-2
269,1358.1383548067392,5111.3915163528245,L6,eL6-2
270,1349.8987148022063,10808.13406170005,L2/3,eL4
271,1343.883010901758,11487.258774970069,L2/3,eL2/3
272,1335.4775048777688,12785.843337541604,L2/3,Endo
273,1336.9607936037903,2678.318270654427,I_CC,Oligo
274,1349.8813559322034,7341.835791327317,L5,Oligo
275,1361.5315660343483,4549.232661121417,L6,eL6-2
276,1359.0026079740785,5286.568024657209,L6,eL6-2
277,1377.1052381517995,7801.812566813161,L5,eL5
278,1356.90057441741,520.6127119039836,HPC,Astro
279,1382.350651607298,11263.332696206198,L2/3,Micro
280,1400.6383964833483,12231.851927946867,L2/3,PVALB
281,1402.9916097416096,3418.4048114048114,I_CC,eL6-1
282,1420.552375400758,1884.8684348586416,I_CC,Oligo
283,1431.5226926763264,3651.897558775441,L6,eL6-2
284,1408.8456317269463,12515.65684088044,L2/3,Endo
285,1427.9007823918837,12814.775857621871,L2/3,Endo
286,1439.087770081671,8606.801302594851,L4,eL4
287,1448.923017360828,11921.279118102537,L2/3,eL4
288,1457.6785333258465,1381.7812342074233,I_CC,Oligo
289,1478.4570530502276,6039.782731413176,L5,Endo
290,1460.4029592621062,9338.68210351012,L4,eL4
291,1483.0851419829812,4828.04689740893,L6,eL6-2
292,1493.9685551398538,9021.601371815428,L4,eL4
293,1512.1239556692242,10070.065643648764,L2/3,eL4
294,1512.2102300242132,8652.023365617433,L4,eL4
295,1507.4135631136337,3892.744397033846,L6,eL6-2
296,1522.741293143839,5940.649929720444,L5,Astro
297,1520.333703997882,3372.3893036801696,I_CC,Astro
298,1514.155349186752,5579.130817542541,L6,Astro
299,1523.199405795424,12309.481344291393,L2/3,eL2/3
300,1529.3347979570376,6613.906113865104,L5,eL5
301,1542.7372668342373,13328.381576046217,L1,Reln
302,1527.72500573263,7285.562084384315,L5,eL5
303,1544.270006553557,11480.57165222457,L2/3,eL2/3
304,1551.7145608829194,2670.02129210266,I_CC,Smc
305,1552.6270064770488,5232.357457993054,L6,Astro
306,1548.5387638717632,7951.528514180025,L4,PVALB
307,1559.2030879664117,9329.186835511611,L4,eL4
308,1568.58717285302,10198.444671111554,L2/3,Endo
309,1574.9546424434554,8815.330976040968,L4,eL4
310,1584.2507383966245,1263.9676511954992,HPC,eL5
311,1601.9833834822832,4811.229307944492,L6,Oligo
312,1590.6856465975002,7712.822645208725,L5,PVALB
313,1594.4918399372302,6921.35606120047,L5,VIP
314,1587.3880855550535,6774.151265250791,L5,eL5
315,1604.5712065555242,10561.55147405105,L2/3,eL2/3
316,1605.2841184467168,1630.314853123707,I_CC,Astro
317,1617.9510173880874,4273.5957084720685,L6,eL6-2
318,1631.1255359394704,1891.352522068096,I_CC,Oligo
319,1641.9932057681642,8604.25672490294,L4,eL4
320,1650.7361802788844,12538.948207171316,L2/3,eL2/3
321,1664.4267238845453,7384.247604491212,L5,eL5
322,1656.910512103842,9048.916102136527,L4,eL4
323,1657.234778621287,11095.625159219442,L2/3,eL6-1
324,1663.4284949997943,12375.602452775836,L2/3,eL2/3
325,1658.3615840826478,8721.750589885849,L4,eL4
326,1666.2062938937436,10370.918618988902,L2/3,Endo
327,1668.4719896043894,11912.445192030033,L2/3,eL2/3
328,1672.9958388903708,6650.4467858095495,L5,eL5
329,1686.336031526254,400.7796357439557,HPC,HPC
330,1693.791512687854,5471.524020694753,L6,Micro
331,1695.1551372193242,10638.058233159449,L2/3,eL6-1
332,1726.070774154831,3419.9983596719344,I_CC,Oligo
333,1712.6989767545324,1471.212823935046,I_CC,Oligo
334,1729.914509109685,7607.075434584839,L5,Astro
335,1723.4058343823544,1831.4354441464616,I_CC,Oligo
336,1720.8317261882075,5065.355604680413,L6,eL6-2
337,1720.2228034589516,2349.474271378243,I_CC,Oligo
338,1741.9230900525704,12812.437598142964,L2/3,Micro
339,1736.826853110069,9733.717967825363,L4,eL4
340,1761.05239713446,4820.262720426157,L6,eL6-2
341,1762.3725104709804,3513.174202923327,L6,eL6-2
342,1771.3279639759437,733.2044486082988,HPC,HPC
343,1774.0475194730514,8600.52736682524,L4,eL4
344,1769.616764921038,4057.067257627265,L6,eL6-1
345,1775.368064516129,6136.400387096775,L5,Oligo
346,1763.1215100275265,10084.821558089743,L2/3,PVALB
347,1793.2527779187174,4429.8645288954285,L6,eL6-1
348,1791.3767296613364,9595.376568136542,L4,eL6-1
349,1795.1033887987012,204.14432832792207,HPC,Micro
350,1792.4679753450357,3672.704542409219,L6,eL6-2
351,1792.1985385423632,10459.302942019294,L2/3,eL5
352,1780.5055629417116,5896.952767476034,L5,Astro
353,1782.5743353420771,4560.327047146402,L6,Micro
354,1823.507459970888,5415.5816351285785,L6,HPC
355,1848.1031523542536,6628.495737742433,L5,eL5
356,1823.6418715923,11077.685434516525,L2/3,eL6-1
357,1827.3464709253624,10945.871798263017,L2/3,eL2/3
358,1850.6793131771424,12398.754018852427,L2/3,eL2/3
359,1864.351121892056,2935.454494565471,I_CC,Astro
360,1855.5598064644853,11521.912485035911,L2/3,eL2/3
361,1916.2506264581352,3673.236282727037,L6,eL6-2
362,1882.765294170646,4553.741418145779,L6,Micro
363,1879.2082220704217,7434.632677140906,L5,Endo
364,1887.098177383292,6522.662375499695,L5,Astro
365,1894.6172371544528,9102.99012175511,L4,PVALB
366,1887.8135247573207,9521.011093890203,L4,Endo
367,1891.643547020616,1536.771251059023,I_CC,Oligo
368,1876.3920858699128,13458.360749759691,L1,Astro
369,1879.9758461365088,3242.1353067127457,I_CC,eL6-2
370,1912.112262745352,7074.8741335751765,L5,Astro
371,1906.7081692640447,11999.200987188731,L2/3,VIP
372,1890.691411238825,8733.114543422733,L4,Endo
373,1922.1116101504604,8474.954367841905,L4,eL4
374,1926.7234364856088,6337.715992209479,L5,SST
375,1944.415974518184,4077.513386017257,L6,eL6-2
376,1946.883203840566,8905.059566672984,L4,eL4
377,1914.5755585602988,2229.736591333462,I_CC,Oligo
378,1951.053044048952,4247.094197583291,L6,eL6-1
379,1938.938500860675,8262.113869907673,L4,Astro
380,1947.499547511312,10193.01467637222,L2/3,eL2/3
381,1940.4930485882185,2129.236849648846,I_CC,Astro
382,1951.102764340014,5990.443538355217,L5,Astro
383,1965.245521023766,11876.677513711153,L2/3,VIP
384,1979.586538030065,13693.87027148306,L1,Endo
385,1978.0406909788867,13803.298437071566,L1,Astro
386,1971.4722623582468,8074.151013617058,L4,eL4
387,1995.0072221315488,1327.4412436755345,I_CC,Oligo
388,2014.5757852539707,9605.875577206069,L4,Oligo
389,2002.164507989908,12071.3768993552,L2/3,VIP
390,2012.004792826221,1674.539888682746,I_CC,Oligo
391,2048.1997622521208,11673.334576106336,L2/3,eL2/3
392,2048.078264238667,2221.314025571484,I_CC,Oligo
393,2019.002628587667,12249.327046035804,L2/3,SST
394,2026.619047619048,2522.381536066929,I_CC,Endo
395,2043.864086290243,9914.660955638134,L4,eL4
396,2050.7697960217915,2086.166730013937,I_CC,Oligo
397,2058.5639953749,5163.644534376946,L6,PVALB
398,2083.2944974820034,12614.597120523991,L2/3,eL2/3
399,2071.441655818797,3174.1782348346783,I_CC,eL6-2
400,2088.9599751670744,4701.313734798963,L6,eL6-2
401,2062.2763548835983,6500.3934709842415,L5,Micro
402,2100.91920165839,11264.252663549149,L2/3,eL2/3
403,2110.9741185099806,9130.210666946088,L4,eL4
404,2129.216723324637,10750.387593222124,L2/3,PVALB
405,2106.3017295351383,3428.0169431835966,L6,eL6-2
406,2104.651668674272,337.5853822716644,HPC,HPC
407,2121.443256165073,12088.09801207851,L2/3,SST
408,2124.0699669967,3812.059185918592,L6,eL6-2
409,2132.80057255456,5413.996319292114,L6,eL6-1
410,2126.9429719644054,8682.971725193762,L4,PVALB
411,2137.1695804769247,10433.53763899367,L2/3,eL2/3
412,2127.005311904113,12316.578089530554,L2/3,eL4
413,2163.473832954832,11364.6960888216,L2/3,Oligo
414,2149.4633296372563,11064.726384708802,L2/3,eL2/3
415,2182.843312597201,2620.13862968723,I_CC,Oligo
416,2185.2718685831624,8496.021765913758,L4,eL4
417,2176.772833485726,12201.394696738798,L2/3,eL2/3
418,2183.4504084014,6304.272741109025,L5,Micro
419,2246.767949435428,5189.623860157356,L6,eL6-2
420,2189.509691060731,3177.2049806178784,I_CC,Astro
421,2206.336791613894,13042.421541944002,L1,Reln
422,2216.756605284228,3705.1120896717375,L6,eL6-2
423,2217.9689373554265,9477.672614832649,L4,eL4
424,2222.635944052008,7248.250865392733,L5,eL5
425,2212.610266693403,7624.078644475637,L5,eL4
426,2257.276474862919,2081.3231816079806,I_CC,Oligo
427,2217.8636169099814,8784.93323505635,L4,eL4
428,2205.416488181004,4035.588924802368,L6,eL6-2
429,2249.071796621737,11604.559972700905,L2/3,eL2/3
430,2230.532759479263,3560.021199402433,L6,eL6-2
431,2262.367477866644,6576.766605363329,L5,eL6-1
432,2282.498119800965,12233.935237588788,L2/3,eL2/3
433,2276.3574971683006,10307.7912354021,L2/3,eL4
434,2279.929575136386,6417.2165647214415,L5,Endo
435,2294.6060115750824,1581.4925633206797,I_CC,Oligo
436,2298.1801054690823,10558.71812537212,L2/3,eL2/3
437,2306.617523930766,6947.637525399662,L5,Astro
438,2302.7943220982534,9010.966353174836,L4,eL4
439,2301.763275394674,3166.387577738797,I_CC,Endo
440,2277.1313954862344,12545.926479971642,L2/3,eL2/3
441,2300.6416842105264,3356.3993684210527,I_CC,eL6-2
442,2318.858218240637,3607.285243249969,L6,eL6-2
443,2302.8447035618983,9188.23651235642,L4,Endo
444,2342.230695900858,1357.3006037496027,I_CC,Astro
445,2311.102144445844,8217.042637122833,L4,eL4
446,2317.1535692861426,9380.86202759448,L4,eL4
447,2320.6014149716484,9794.00145658846,L4,eL4
448,2373.467845256415,11382.334001359912,L2/3,eL4
449,2358.057090890719,4021.153589652908,L6,eL6-2
450,2363.556545187122,1433.91992155581,I_CC,Oligo
451,2359.514169821525,10183.901622498648,L2/3,eL4
452,2367.484685430464,12979.17099544702,L1,Astro
453,2385.187655322818,2676.5566769792563,I_CC,Oligo
454,2384.8474071801165,6299.526419146978,L5,eL5
455,2382.2185217141214,10913.24751222318,L2/3,eL4
456,2394.6819473090245,3861.9744717282174,L6,eL6-2
457,2402.255124357866,9879.706016987946,L4,eL4
458,2418.077575845868,11910.411625450704,L2/3,eL2/3
459,2397.136955545577,56.796475078581054,HPC,HPC
460,2400.143997651893,12793.886234223655,L2/3,eL2/3
461,2403.217498603092,4897.680806481654,L6,eL6-2
462,2435.4258191349936,9065.103145478375,L4,eL4
463,2442.446326686665,1519.775072054585,I_CC,Oligo
464,2476.581853426713,12339.975925462732,L2/3,Endo
465,2480.758553631116,8971.45256760863,L4,eL4
466,2481.3356637088823,8762.017298556959,L4,Endo
467,2477.902323376008,10775.797955850589,L2/3,VIP
468,2468.329309488326,5875.07868852459,L5,eL5
469,2491.5673732490395,9214.418371141688,L4,eL4
470,2481.914800259453,7949.356976611088,L4,eL4
471,2507.426026214582,8375.271878188525,L4,eL4
472,2501.907357906584,4675.608398987057,L6,eL6-1
473,2505.9441555627777,8619.853753656158,L4,Astro
474,2515.3481438738218,10357.302654356608,L2/3,Astro
475,2515.183750464956,10908.300122216908,L2/3,Endo
476,2518.036210985067,9323.36140485804,L4,eL4
477,2542.120059255269,11593.626422463134,L2/3,Astro
478,2543.315616706244,11701.318829445454,L2/3,eL2/3
479,2527.96724187166,6260.788397992902,L5,eL6-2
480,2567.1090173808293,3188.882249182585,I_CC,eL6-2
481,2578.2832650233795,1894.2250187611849,I_CC,Oligo
482,2592.4453219402726,7833.776540652511,L4,eL4
483,2568.470474175921,5160.499735589635,L6,Reln
484,2604.1309498496403,4750.559976914432,L6,eL6-2
485,2577.8192529293715,9406.123972292356,L4,eL4
486,2588.301898967552,9640.303373893805,L4,eL4
487,2600.2797821307217,10758.184289426345,L2/3,VIP
488,2600.379061371841,12354.714457624204,L2/3,eL2/3
489,2602.215423657127,3543.3048075567463,L6,eL6-1
490,2617.730719049,11423.227783415485,L2/3,eL2/3
491,2625.934426229508,4380.546015770907,L6,Astro
492,2609.6089294287085,8859.519299087855,L4,eL4
493,2634.4453075886845,11070.157117198023,L2/3,eL2/3
494,2619.7217851797845,12081.764841321616,L2/3,eL2/3
495,2650.385604919679,8246.641001506025,L4,Oligo
496,2634.552702539542,8470.13893025315,L4,eL4
497,2662.7124583146683,6267.937185804589,L5,eL6-2
498,2635.1210414808206,6510.625669045495,L5,eL5
499,2640.2403309057486,7153.176270946758,L5,Astro
500,2654.794944586996,12681.634820112464,L2/3,eL2/3
501,2696.457459696207,8105.333286739353,L4,Astro
502,2676.173517465475,7388.566165718928,L5,eL5
503,2686.614136380212,3604.544609213565,L6,SST
504,2700.224667690869,10480.248647384944,L2/3,eL2/3
505,2688.5983486145587,12540.942860037483,L2/3,eL2/3
506,2704.915770337828,5183.156844922487,L6,eL6-1
507,2696.002208317998,5835.864819391135,L5,eL5
508,2715.613074692807,9499.308780891895,L4,Micro
509,2723.030044030044,1302.519166019166,HPC,Oligo
510,2713.1255170339173,9599.84628111604,L4,eL2/3
511,2707.8997384481254,12245.15578396733,L2/3,eL2/3
512,2718.9851034346234,13766.040384044343,L1,Oligo
513,2725.695116618076,13659.665962099123,L1,Astro
