,xpixels,ypixels,cell_type,sub_type_1,sub_type_2,sub_type_3,sub_type_4,sub_type_5
1115,8381,14673,tumor,a_others,a_others,a_others,a_others,tumor1
1116,17470,15530,stroma,a_others,a_others,a_others,a_others,stroma2
1117,13935,14955,tumor,tumor_4,a_others,tumor,a_others,tumor2
1118,20505,19587,immune,a_others,a_others,a_others,a_others,immune
1119,12430,21050,stroma,a_others,a_others,a_others,a_others,stroma2
1120,21252,12767,stroma,a_others,a_others,a_others,a_others,stroma1
1121,5349,12937,immune,a_others,a_others,a_others,a_others,immune
1122,13941,18727,immune,a_others,a_others,a_others,a_others,immune
1123,10402,15831,tumor,a_others,a_others,a_others,a_others,tumor2
1124,14956,22497,immune,a_others,a_others,a_others,a_others,immune
1125,13922,6540,tumor,a_others,a_others,a_others,a_others,tumor2
1126,5108,20336,tumor,a_others,a_others,a_others,a_others,tumor1
1127,17463,10887,tumor,tumor_5,a_others,a_others,a_others,tumor2
1128,3845,19613,immune,a_others,a_others,a_others,a_others,immune
1129,6871,17867,stroma,a_others,a_others,a_others,a_others,stroma1
1130,7362,8581,tumor,a_others,a_others,a_others,a_others,tumor2
1131,11170,22358,tumor,a_others,a_others,a_others,a_others,tumor1
1132,17472,16980,tumor,tumor_2,a_others,a_others,a_others,tumor2
1133,6115,18303,tumor,a_others,a_others,a_others,a_others,tumor1
1134,10910,17571,stroma,a_others,a_others,a_others,a_others,stroma2
1135,5350,13227,tumor,a_others,a_others,a_others,a_others,tumor1
1136,13188,21774,stroma,a_others,a_others,a_others,a_others,stroma2
1137,11158,14524,tumor,a_others,a_others,a_others,a_others,tumor2
1138,17960,5664,tumor,a_others,a_others,a_others,a_others,tumor2
1139,13177,14230,tumor,tumor_4,a_others,tumor,a_others,tumor2
1140,21771,21761,immune,a_others,a_others,a_others,a_others,immune
1141,7382,21348,tumor,a_others,a_others,a_others,a_others,tumor2
1142,20739,7255,stroma,a_others,a_others,a_others,a_others,stroma2
1143,14436,12343,tumor,tumor_4,a_others,tumor,a_others,tumor2
1144,17729,20027,immune,a_others,a_others,a_others,a_others,immune
1145,15713,21771,stroma,a_others,a_others,a_others,a_others,stroma1
1146,10140,9012,stroma,stroma_2,a_others,a_others,a_others,stroma1
1147,12173,18004,stroma,stroma_1,a_others,stroma,a_others,stroma2
1148,5105,18015,tumor,a_others,a_others,a_others,a_others,tumor1
1149,6373,21930,tumor,a_others,a_others,a_others,a_others,tumor1
1150,19983,7982,immune,a_others,a_others,a_others,a_others,immune
1151,11661,13652,tumor,a_others,a_others,a_others,a_others,tumor1
1152,8885,13802,stroma,a_others,a_others,a_others,a_others,stroma1
1153,19487,13786,immune,a_others,a_others,a_others,a_others,immune
1154,18993,21330,stroma,a_others,a_others,a_others,a_others,stroma2
1155,17479,21623,immune,a_others,a_others,a_others,a_others,immune
1156,15703,15677,tumor,tumor_2,a_others,a_others,a_others,tumor2
1157,18977,10595,stroma,a_others,a_others,a_others,a_others,stroma2
1158,18228,15964,stroma,a_others,a_others,a_others,a_others,stroma2
1159,13429,14375,tumor,tumor_4,a_others,tumor,a_others,tumor2
1160,8387,18155,tumor,a_others,a_others,a_others,a_others,tumor1
1161,14954,20756,stroma,a_others,a_others,a_others,a_others,stroma2
1162,17455,5664,immune,a_others,a_others,a_others,a_others,immune
1163,13922,6250,tumor,a_others,a_others,a_others,a_others,tumor2
1164,18974,8274,tumor,tumor_1,a_others,a_others,a_others,tumor2
1165,6613,13950,tumor,a_others,a_others,a_others,a_others,tumor1
1166,6877,21639,tumor,a_others,a_others,a_others,a_others,tumor2
1167,12681,20324,stroma,a_others,a_others,a_others,a_others,stroma1
1168,8124,11337,tumor,a_others,a_others,a_others,a_others,tumor1
1169,8890,17574,stroma,a_others,a_others,a_others,a_others,stroma1
1170,22276,22051,immune,a_others,a_others,a_others,a_others,immune
1171,17210,10742,stroma,a_others,a_others,a_others,a_others,stroma2
1172,16448,7407,tumor,a_others,a_others,a_others,a_others,tumor2
1173,5851,10905,tumor,a_others,a_others,a_others,a_others,tumor2
1174,6366,17287,tumor,tumor_3,a_others,a_others,tumor,tumor1
1175,21771,22051,immune,a_others,a_others,a_others,a_others,immune
1176,10652,13654,tumor,a_others,a_others,a_others,a_others,tumor2
1177,6110,14822,tumor,a_others,a_others,a_others,a_others,tumor1
1178,7885,20187,tumor,a_others,a_others,a_others,a_others,tumor2
1179,5610,18594,tumor,a_others,a_others,a_others,a_others,tumor1
1180,22019,18714,stroma,a_others,a_others,a_others,a_others,stroma2
1181,20487,7401,immune,a_others,a_others,a_others,a_others,immune
1182,16972,20173,immune,a_others,a_others,a_others,a_others,immune
1183,17210,10452,stroma,a_others,a_others,a_others,a_others,stroma2
1184,15693,9294,tumor,tumor_5,a_others,a_others,a_others,tumor2
1185,8120,8725,tumor,a_others,a_others,a_others,a_others,tumor2
1186,8887,15543,tumor,a_others,a_others,a_others,a_others,tumor2
1187,8382,15253,tumor,a_others,a_others,a_others,a_others,tumor1
1188,3849,22224,tumor,a_others,a_others,a_others,a_others,tumor1
1189,9900,17282,stroma,a_others,a_others,a_others,a_others,stroma2
1190,14700,20031,stroma,a_others,a_others,a_others,a_others,stroma2
1191,12159,9299,tumor,a_others,a_others,a_others,a_others,tumor2
1192,4097,19467,immune,a_others,a_others,a_others,a_others,immune
1193,5361,20481,stroma,a_others,a_others,a_others,a_others,stroma1
1194,22508,8268,tumor,a_others,a_others,a_others,a_others,tumor1
1195,9897,15541,stroma,a_others,a_others,a_others,a_others,stroma1
1196,11658,11331,tumor,a_others,a_others,a_others,a_others,tumor1
1197,14447,19306,stroma,a_others,a_others,a_others,a_others,stroma2
1198,9656,22940,tumor,a_others,a_others,a_others,a_others,tumor1
1199,7632,20042,tumor,a_others,a_others,a_others,a_others,tumor1
1200,11651,6689,stroma,a_others,a_others,a_others,a_others,stroma1
1201,19499,21910,stroma,a_others,a_others,a_others,a_others,stroma2
1202,16200,10454,tumor,tumor_5,a_others,a_others,a_others,tumor2
1203,7609,5244,tumor,a_others,a_others,a_others,a_others,tumor2
1204,5611,18884,tumor,a_others,a_others,a_others,a_others,tumor2
1205,13181,16842,tumor,a_others,a_others,a_others,a_others,tumor2
1206,17727,18286,immune,a_others,a_others,a_others,a_others,immune
1207,12669,12490,tumor,a_others,a_others,a_others,a_others,tumor1
1208,18740,20605,stroma,a_others,a_others,a_others,a_others,stroma2
1209,5102,15984,tumor,a_others,a_others,a_others,a_others,tumor1
1210,13680,13359,tumor,tumor_4,a_others,tumor,a_others,tumor2
1211,6615,15401,tumor,tumor_3,a_others,a_others,tumor,tumor1
1212,17967,10306,tumor,tumor_5,a_others,a_others,a_others,tumor2
1213,7629,17721,tumor,tumor_3,a_others,a_others,tumor,tumor1
1214,15956,15822,tumor,tumor_2,a_others,a_others,a_others,tumor2
1215,12661,6977,stroma,a_others,a_others,a_others,a_others,stroma1
1216,21251,11897,immune,a_others,a_others,a_others,a_others,immune
1217,18739,19735,stroma,a_others,a_others,a_others,a_others,stroma2
1218,20242,12479,stroma,a_others,a_others,a_others,a_others,stroma2
1219,8629,11336,stroma,a_others,a_others,a_others,a_others,stroma1
1220,12416,12055,stroma,a_others,a_others,a_others,a_others,stroma1
1221,9131,9594,stroma,stroma_2,a_others,a_others,a_others,stroma1
1222,7360,7131,stroma,a_others,a_others,a_others,a_others,stroma1
1223,17220,17416,immune,a_others,a_others,a_others,a_others,immune
1224,17731,21187,immune,a_others,a_others,a_others,a_others,immune
1225,16472,23075,immune,a_others,a_others,a_others,a_others,immune
1226,17213,12483,tumor,tumor_5,a_others,a_others,a_others,tumor2
1227,11670,19455,tumor,a_others,a_others,a_others,a_others,tumor2
1228,16455,12339,tumor,tumor_5,a_others,a_others,a_others,tumor2
1229,16709,13355,tumor,tumor_5,a_others,a_others,a_others,tumor2
1230,10402,15250,tumor,a_others,a_others,a_others,a_others,tumor2
1231,21520,23067,immune,a_others,a_others,a_others,a_others,immune
1232,17465,12048,immune,a_others,a_others,a_others,a_others,immune
1233,6110,15112,tumor,a_others,a_others,a_others,a_others,tumor2
1234,20506,19877,immune,a_others,a_others,a_others,a_others,immune
1235,10396,11768,stroma,a_others,a_others,a_others,a_others,stroma1
1236,20740,7836,tumor,tumor_1,a_others,a_others,a_others,tumor2
1237,9400,20765,tumor,a_others,a_others,a_others,a_others,tumor2
1238,17710,7550,tumor,tumor_1,a_others,a_others,a_others,tumor2
1239,16950,5375,stroma,a_others,a_others,a_others,a_others,stroma2
1240,10908,16410,stroma,a_others,a_others,a_others,a_others,stroma2
1241,16467,19593,stroma,a_others,a_others,a_others,a_others,stroma2
1242,19490,15817,immune,immune_1,immune_1,a_others,a_others,immune
1243,4594,14244,immune,a_others,a_others,a_others,a_others,immune
1244,6618,17432,immune,a_others,a_others,a_others,a_others,immune
1245,9646,16267,tumor,tumor_3,a_others,a_others,tumor,tumor1
1246,19753,22925,immune,a_others,a_others,a_others,a_others,immune
1247,7630,18881,stroma,a_others,a_others,a_others,a_others,stroma1
1248,17211,11323,tumor,tumor_5,a_others,a_others,a_others,tumor2
1249,13164,5816,tumor,a_others,a_others,a_others,a_others,tumor1
1250,12166,13652,tumor,a_others,a_others,a_others,a_others,tumor2
1251,10911,18151,stroma,a_others,a_others,a_others,a_others,stroma1
1252,7366,11193,tumor,a_others,a_others,a_others,a_others,tumor1
1253,22258,10154,immune,a_others,a_others,a_others,a_others,immune
1254,15944,8278,stroma,a_others,a_others,a_others,a_others,stroma2
1255,11907,9155,tumor,a_others,a_others,a_others,a_others,tumor2
1256,7123,17431,tumor,tumor_3,a_others,a_others,tumor,tumor1
1257,12686,23516,stroma,a_others,a_others,a_others,a_others,stroma2
1258,14943,13793,immune,a_others,a_others,a_others,a_others,immune
1259,20250,17411,immune,immune_1,immune_1,a_others,a_others,immune
1260,21749,7544,stroma,a_others,a_others,a_others,a_others,stroma2
1261,13677,11328,tumor,tumor_4,a_others,tumor,a_others,tumor2
1262,17965,9145,immune,a_others,a_others,a_others,a_others,immune
1263,16208,15677,stroma,a_others,a_others,a_others,a_others,stroma2
1264,22507,7688,stroma,a_others,a_others,a_others,a_others,stroma2
1265,7132,23234,immune,immune_2,immune_2,a_others,immune,immune
1266,8641,19750,tumor,a_others,a_others,a_others,a_others,tumor1
1267,9129,8724,stroma,stroma_2,a_others,a_others,a_others,stroma1
1268,8894,19895,immune,a_others,a_others,a_others,a_others,immune
1269,15943,7698,tumor,a_others,a_others,a_others,a_others,tumor1
1270,8114,5244,tumor,a_others,a_others,a_others,a_others,tumor2
1271,10154,18297,stroma,a_others,a_others,a_others,a_others,stroma2
1272,5869,22511,tumor,a_others,a_others,a_others,a_others,tumor1
1273,10156,19458,tumor,a_others,a_others,a_others,a_others,tumor1
1274,15183,5523,tumor,a_others,a_others,a_others,a_others,tumor2
1275,14440,14664,stroma,stroma_1,a_others,stroma,a_others,stroma2
1276,10152,17137,stroma,a_others,a_others,a_others,a_others,stroma2
1277,7867,8290,stroma,stroma_2,a_others,a_others,a_others,stroma1
1278,7617,10467,stroma,a_others,a_others,a_others,a_others,stroma1
1279,16970,18432,tumor,tumor_2,a_others,a_others,a_others,tumor2
1280,21496,7399,immune,a_others,a_others,a_others,a_others,immune
1281,11155,12493,tumor,a_others,a_others,a_others,a_others,tumor2
1282,10392,8867,stroma,stroma_2,a_others,a_others,a_others,stroma1
1283,21251,12187,immune,a_others,a_others,a_others,a_others,immune
1284,12931,18728,tumor,a_others,a_others,a_others,a_others,tumor2
1285,18480,15528,stroma,a_others,a_others,a_others,a_others,stroma2
1286,14428,7120,immune,a_others,a_others,a_others,a_others,immune
1287,5348,11776,tumor,a_others,a_others,a_others,a_others,tumor1
1288,7112,10178,tumor,a_others,a_others,a_others,a_others,tumor2
1289,19233,13061,immune,a_others,a_others,a_others,a_others,immune
1290,13170,9588,tumor,a_others,a_others,a_others,a_others,tumor2
1291,20238,9577,tumor,a_others,a_others,a_others,a_others,tumor1
1292,13682,14230,tumor,tumor_4,a_others,tumor,a_others,tumor2
1293,12921,12055,tumor,tumor_4,a_others,tumor,a_others,tumor2
1294,13188,21484,stroma,a_others,a_others,a_others,a_others,stroma1
1295,21000,12623,stroma,a_others,a_others,a_others,a_others,stroma2
1296,21260,17700,stroma,a_others,a_others,a_others,a_others,stroma2
1297,10391,8287,stroma,stroma_2,a_others,a_others,a_others,stroma1
1298,17463,11177,tumor,tumor_5,a_others,a_others,a_others,tumor2
1299,22760,8123,immune,a_others,a_others,a_others,a_others,immune
1300,7626,16270,stroma,a_others,a_others,a_others,a_others,stroma1
1301,8629,11626,tumor,a_others,a_others,a_others,a_others,tumor2
1302,20251,18572,immune,a_others,a_others,a_others,a_others,immune
1303,15189,9585,tumor,a_others,a_others,a_others,a_others,tumor2
1304,21773,23212,immune,a_others,a_others,a_others,a_others,immune
1305,8389,19896,immune,a_others,a_others,a_others,a_others,immune
1306,15945,8568,stroma,a_others,a_others,a_others,a_others,stroma2
1307,6112,16562,stroma,a_others,a_others,a_others,a_others,stroma1
1308,7635,22073,immune,immune_2,immune_2,a_others,immune,immune
1309,7611,6115,tumor,a_others,a_others,a_others,a_others,tumor2
1310,6615,15111,tumor,a_others,a_others,a_others,a_others,tumor1
1311,16970,18722,tumor,a_others,a_others,a_others,a_others,tumor2
1312,20487,7691,tumor,tumor_1,a_others,a_others,a_others,tumor2
1313,21266,21762,immune,a_others,a_others,a_others,a_others,immune
1314,7613,7275,tumor,a_others,a_others,a_others,a_others,tumor2
1315,17474,18431,immune,a_others,a_others,a_others,a_others,immune
1316,7367,11483,stroma,a_others,a_others,a_others,a_others,stroma1
1317,14438,13503,tumor,tumor_4,a_others,tumor,a_others,tumor2
1318,9631,6692,stroma,stroma_2,a_others,a_others,a_others,stroma1
1319,5362,21351,immune,a_others,a_others,a_others,a_others,immune
1320,15209,22642,immune,a_others,a_others,a_others,a_others,immune
1321,8389,19606,tumor,a_others,a_others,a_others,a_others,tumor1
1322,10893,6255,stroma,a_others,a_others,a_others,a_others,stroma1
1323,13185,19453,immune,a_others,a_others,a_others,a_others,immune
1324,6609,11339,tumor,a_others,a_others,a_others,a_others,tumor1
1325,5100,15113,tumor,a_others,a_others,a_others,a_others,tumor1
1326,13944,20468,tumor,a_others,a_others,a_others,a_others,tumor2
1327,18734,16543,tumor,a_others,a_others,a_others,a_others,tumor2
1328,22762,9864,immune,a_others,a_others,a_others,a_others,immune
1329,20509,21908,immune,a_others,a_others,a_others,a_others,immune
1330,9139,15107,tumor,a_others,a_others,a_others,a_others,tumor1
1331,15205,20030,stroma,a_others,a_others,a_others,a_others,stroma2
1332,22255,8123,immune,a_others,a_others,a_others,a_others,immune
1333,4600,18306,tumor,a_others,a_others,a_others,a_others,tumor1
1334,5353,15258,tumor,a_others,a_others,a_others,a_others,tumor1
1335,14682,8135,tumor,a_others,a_others,a_others,a_others,tumor2
1336,10408,19312,tumor,a_others,a_others,a_others,a_others,tumor1
1337,7623,14239,tumor,a_others,a_others,a_others,a_others,tumor1
1338,22008,11751,stroma,a_others,a_others,a_others,a_others,stroma2
1339,6865,13805,tumor,a_others,a_others,a_others,a_others,tumor1
1340,5360,20191,tumor,a_others,a_others,a_others,a_others,tumor1
1341,17729,19736,tumor,a_others,a_others,a_others,a_others,tumor2
1342,8127,13368,stroma,a_others,a_others,a_others,a_others,stroma2
1343,9629,5241,stroma,stroma_2,a_others,a_others,a_others,stroma1
1344,17977,16980,tumor,tumor_2,a_others,a_others,a_others,tumor2
1345,9143,17428,stroma,a_others,a_others,a_others,a_others,stroma2
1346,15198,15678,tumor,tumor_2,a_others,a_others,a_others,tumor2
1347,10401,14670,tumor,a_others,a_others,a_others,a_others,tumor1
1348,21263,20021,stroma,a_others,a_others,a_others,a_others,stroma2
1349,17474,18141,tumor,tumor_2,a_others,a_others,a_others,tumor2
1350,7634,21203,tumor,a_others,a_others,a_others,a_others,tumor1
1351,16211,17417,stroma,a_others,a_others,a_others,a_others,stroma2
1352,10664,22068,tumor,a_others,a_others,a_others,a_others,tumor2
1353,21768,19730,tumor,a_others,a_others,a_others,a_others,tumor1
1354,8633,14528,tumor,a_others,a_others,a_others,a_others,tumor1
1355,4090,14535,tumor,a_others,a_others,a_others,a_others,tumor2
1356,20743,9576,immune,a_others,a_others,a_others,a_others,immune
1357,10398,12639,tumor,a_others,a_others,a_others,a_others,tumor1
1358,5100,14823,immune,a_others,a_others,a_others,a_others,immune
1359,11927,22212,stroma,a_others,a_others,a_others,a_others,stroma2
1360,6856,7712,tumor,a_others,a_others,a_others,a_others,tumor2
1361,19501,22780,stroma,a_others,a_others,a_others,a_others,stroma2
1362,9655,22360,tumor,a_others,a_others,a_others,a_others,tumor1
1363,4094,17146,tumor,a_others,a_others,a_others,a_others,tumor2
1364,12913,6832,stroma,a_others,a_others,a_others,a_others,stroma1
1365,10159,21779,stroma,a_others,a_others,a_others,a_others,stroma1
1366,7108,7276,tumor,a_others,a_others,a_others,a_others,tumor2
1367,10152,17427,stroma,a_others,a_others,a_others,a_others,stroma2
1368,5102,16274,tumor,a_others,a_others,a_others,a_others,tumor1
1369,7867,8871,stroma,stroma_2,a_others,a_others,a_others,stroma1
1370,16455,12049,tumor,tumor_5,a_others,a_others,a_others,tumor2
1371,9387,12060,stroma,a_others,a_others,a_others,a_others,stroma1
1372,16722,21479,stroma,a_others,a_others,a_others,a_others,stroma2
1373,22003,8269,tumor,a_others,a_others,a_others,a_others,tumor1
1374,20745,11027,immune,a_others,a_others,a_others,a_others,immune
1375,11656,10461,tumor,a_others,a_others,a_others,a_others,tumor2
1376,6369,19609,immune,a_others,a_others,a_others,a_others,immune
1377,15714,22931,stroma,a_others,a_others,a_others,a_others,stroma2
1378,16961,12629,tumor,tumor_5,a_others,a_others,a_others,tumor2
1379,8885,14092,tumor,a_others,a_others,a_others,a_others,tumor1
1380,12169,15393,stroma,stroma_1,a_others,stroma,a_others,stroma2
1381,7367,12063,tumor,a_others,a_others,a_others,a_others,tumor1
1382,21265,20892,stroma,a_others,a_others,a_others,a_others,stroma2
1383,7359,6260,tumor,a_others,a_others,a_others,a_others,tumor2
1384,10891,5094,tumor,a_others,a_others,a_others,a_others,tumor2
1385,12415,11185,tumor,a_others,a_others,a_others,a_others,tumor1
1386,7375,17286,tumor,tumor_3,a_others,a_others,tumor,tumor1
1387,13174,12199,stroma,a_others,a_others,a_others,a_others,stroma2
1388,8640,18590,tumor,a_others,a_others,a_others,a_others,tumor1
1389,8882,11771,tumor,a_others,a_others,a_others,a_others,tumor1
1390,11162,17425,stroma,a_others,a_others,a_others,a_others,stroma2
1391,13678,12199,tumor,tumor_4,a_others,tumor,a_others,tumor2
1392,15960,18433,immune,a_others,a_others,a_others,a_others,immune
1393,16975,22204,immune,a_others,a_others,a_others,a_others,immune
1394,17708,5809,tumor,a_others,a_others,a_others,a_others,tumor2
1395,16958,10888,tumor,tumor_5,a_others,a_others,a_others,tumor2
1396,13179,15971,tumor,tumor_4,a_others,tumor,a_others,tumor2
1397,19248,22926,stroma,a_others,a_others,a_others,a_others,stroma2
1398,14197,20902,immune,a_others,a_others,a_others,a_others,immune
1399,8131,15979,immune,a_others,a_others,a_others,a_others,immune
1400,15693,9004,immune,a_others,a_others,a_others,a_others,immune
1401,21752,9575,stroma,a_others,a_others,a_others,a_others,stroma2
1402,12682,20615,tumor,a_others,a_others,a_others,a_others,tumor2
1403,12433,22791,stroma,a_others,a_others,a_others,a_others,stroma1
1404,11421,21922,tumor,a_others,a_others,a_others,a_others,tumor2
1405,22016,16683,stroma,a_others,a_others,a_others,a_others,stroma2
1406,13672,8137,tumor,a_others,a_others,a_others,a_others,tumor2
1407,18487,20461,immune,a_others,a_others,a_others,a_others,immune
1408,23285,21469,immune,a_others,a_others,a_others,a_others,immune
1409,21266,22052,immune,a_others,a_others,a_others,a_others,immune
1410,16957,10308,tumor,tumor_5,a_others,a_others,a_others,tumor2
1411,9633,8143,tumor,a_others,a_others,a_others,a_others,tumor1
1412,10909,17281,tumor,a_others,a_others,a_others,a_others,tumor2
1413,8646,22942,tumor,a_others,a_others,a_others,a_others,tumor1
1414,13177,14521,stroma,stroma_1,a_others,stroma,a_others,stroma2
1415,11928,23082,stroma,a_others,a_others,a_others,a_others,stroma1
1416,6102,10179,tumor,a_others,a_others,a_others,a_others,tumor1
1417,19740,14511,stroma,a_others,a_others,a_others,a_others,stroma2
1418,13167,8137,stroma,a_others,a_others,a_others,a_others,stroma1
1419,11147,7560,stroma,a_others,a_others,a_others,a_others,stroma2
1420,23011,7397,tumor,a_others,a_others,a_others,a_others,tumor1
1421,17986,22783,immune,a_others,a_others,a_others,a_others,immune
1422,10650,12784,stroma,a_others,a_others,a_others,a_others,stroma1
1423,10659,18296,tumor,a_others,a_others,a_others,a_others,tumor1
1424,14427,6249,tumor,a_others,a_others,a_others,a_others,tumor2
1425,6352,8293,tumor,a_others,a_others,a_others,a_others,tumor2
1426,9900,17572,stroma,a_others,a_others,a_others,a_others,stroma2
1427,22002,7689,stroma,a_others,a_others,a_others,a_others,stroma2
1428,22270,17989,stroma,a_others,a_others,a_others,a_others,stroma2
1429,7374,16125,tumor,tumor_3,a_others,a_others,tumor,tumor1
1430,16698,5811,immune,a_others,a_others,a_others,a_others,immune
1431,11418,19891,stroma,a_others,a_others,a_others,a_others,stroma2
1432,11901,5093,tumor,a_others,a_others,a_others,a_others,tumor2
1433,8380,14093,stroma,a_others,a_others,a_others,a_others,stroma1
1434,7613,7565,tumor,a_others,a_others,a_others,a_others,tumor2
1435,17224,20027,tumor,a_others,a_others,a_others,a_others,tumor2
1436,4099,20918,immune,a_others,a_others,a_others,a_others,immune
1437,7365,10612,tumor,a_others,a_others,a_others,a_others,tumor2
1438,16458,14080,tumor,tumor_5,a_others,a_others,a_others,tumor2
1439,13437,19308,stroma,a_others,a_others,a_others,a_others,stroma2
1440,5599,11050,tumor,a_others,a_others,a_others,a_others,tumor2
1441,17981,19301,tumor,a_others,a_others,a_others,a_others,tumor2
1442,12670,12780,stroma,a_others,a_others,a_others,a_others,stroma1
1443,9133,11335,tumor,a_others,a_others,a_others,a_others,tumor1
1444,11905,8284,tumor,a_others,a_others,a_others,a_others,tumor1
1445,20994,9141,immune,a_others,a_others,a_others,a_others,immune
1446,11910,11186,stroma,a_others,a_others,a_others,a_others,stroma1
1447,12162,10750,tumor,a_others,a_others,a_others,a_others,tumor2
1448,11171,22938,tumor,a_others,a_others,a_others,a_others,tumor1
1449,17722,15384,immune,a_others,a_others,a_others,a_others,immune
1450,12425,17858,stroma,stroma_1,a_others,stroma,a_others,stroma2
1451,14685,10166,tumor,a_others,a_others,a_others,a_others,tumor2
1452,5857,14677,tumor,a_others,a_others,a_others,a_others,tumor1
1453,4347,17871,tumor,a_others,a_others,a_others,a_others,tumor1
1454,4844,12357,tumor,a_others,a_others,a_others,a_others,tumor2
1455,21009,19006,tumor,a_others,a_others,a_others,a_others,tumor1
1456,18978,10885,stroma,a_others,a_others,a_others,a_others,stroma2
1457,13675,9877,stroma,a_others,a_others,a_others,a_others,stroma1
1458,16193,5521,stroma,a_others,a_others,a_others,a_others,stroma2
1459,9147,20330,tumor,a_others,a_others,a_others,a_others,tumor2
1460,17226,21188,immune,a_others,a_others,a_others,a_others,immune
1461,16952,6826,stroma,a_others,a_others,a_others,a_others,stroma2
1462,14443,16985,stroma,stroma_1,a_others,stroma,a_others,stroma2
1463,20257,22054,stroma,a_others,a_others,a_others,a_others,stroma2
1464,22024,22486,tumor,a_others,a_others,a_others,a_others,tumor2
1465,15185,6683,immune,a_others,a_others,a_others,a_others,immune
1466,8888,15833,stroma,a_others,a_others,a_others,a_others,stroma1
1467,15963,20755,tumor,a_others,a_others,a_others,a_others,tumor2
1468,13191,23515,stroma,a_others,a_others,a_others,a_others,stroma1
1469,16207,14806,tumor,a_others,a_others,a_others,a_others,tumor2
1470,6617,16562,tumor,a_others,a_others,a_others,a_others,tumor2
1471,8628,11046,tumor,a_others,a_others,a_others,a_others,tumor2
1472,8624,8434,stroma,stroma_2,a_others,a_others,a_others,stroma1
1473,3841,17001,tumor,a_others,a_others,a_others,a_others,tumor2
1474,20243,13349,stroma,a_others,a_others,a_others,a_others,stroma1
1475,10138,8142,tumor,a_others,a_others,a_others,a_others,tumor1
1476,17205,7551,immune,a_others,a_others,a_others,a_others,immune
1477,13926,9152,tumor,a_others,a_others,a_others,a_others,tumor1
1478,18220,10741,tumor,tumor_5,a_others,a_others,a_others,tumor2
1479,9640,12495,stroma,a_others,a_others,a_others,a_others,stroma1
1480,14931,5668,tumor,a_others,a_others,a_others,a_others,tumor2
1481,16973,20463,tumor,a_others,a_others,a_others,a_others,tumor2
1482,21512,17554,stroma,a_others,a_others,a_others,a_others,stroma2
1483,15688,5522,tumor,a_others,a_others,a_others,a_others,tumor2
1484,18974,8564,tumor,tumor_1,a_others,a_others,a_others,tumor2
1485,8872,5678,stroma,a_others,a_others,a_others,a_others,stroma2
1486,22004,8849,stroma,a_others,a_others,a_others,a_others,stroma2
1487,23266,8702,tumor,a_others,a_others,a_others,a_others,tumor1
1488,7871,11482,tumor,a_others,a_others,a_others,a_others,tumor1
1489,16468,20464,stroma,a_others,a_others,a_others,a_others,stroma2
1490,21247,9286,stroma,a_others,a_others,a_others,a_others,stroma2
1491,4341,13519,tumor,a_others,a_others,a_others,a_others,tumor2
1492,11657,10751,stroma,a_others,a_others,a_others,a_others,stroma1
1493,13418,6831,stroma,a_others,a_others,a_others,a_others,stroma1
1494,7360,7421,tumor,a_others,a_others,a_others,a_others,tumor2
1495,14177,7846,tumor,a_others,a_others,a_others,a_others,tumor2
1496,12411,8574,tumor,a_others,a_others,a_others,a_others,tumor1
1497,15688,5812,tumor,a_others,a_others,a_others,a_others,tumor2
1498,5353,15548,tumor,tumor_3,a_others,a_others,tumor,tumor1
1499,19750,20894,tumor,a_others,a_others,a_others,a_others,tumor1
1500,16457,13210,tumor,tumor_5,a_others,a_others,a_others,tumor2
1501,8120,9015,stroma,stroma_2,a_others,a_others,a_others,stroma1
1502,14934,7699,immune,a_others,a_others,a_others,a_others,immune
1503,16208,15386,stroma,a_others,a_others,a_others,a_others,stroma2
1504,11171,23228,tumor,a_others,a_others,a_others,a_others,tumor2
1505,9381,8288,tumor,a_others,a_others,a_others,a_others,tumor2
1506,7865,7130,tumor,a_others,a_others,a_others,a_others,tumor1
1507,12158,8139,tumor,a_others,a_others,a_others,a_others,tumor2
1508,18236,21186,stroma,a_others,a_others,a_others,a_others,stroma2
1509,17460,8856,stroma,a_others,a_others,a_others,a_others,stroma2
1510,7126,19172,tumor,a_others,a_others,a_others,a_others,tumor2
1511,4849,16129,stroma,a_others,a_others,a_others,a_others,stroma2
1512,15459,21336,stroma,a_others,a_others,a_others,a_others,stroma2
1513,8391,21346,tumor,a_others,a_others,a_others,a_others,tumor1
1514,5351,14097,tumor,a_others,a_others,a_others,a_others,tumor1
1515,17735,23508,immune,a_others,a_others,a_others,a_others,immune
1516,13185,19743,stroma,a_others,a_others,a_others,a_others,stroma1
1517,6374,22800,tumor,a_others,a_others,a_others,a_others,tumor1
1518,13420,7992,immune,a_others,a_others,a_others,a_others,immune
1519,4349,19322,tumor,a_others,a_others,a_others,a_others,tumor1
1520,12927,16117,tumor,tumor_4,a_others,tumor,a_others,tumor2
1521,15209,22932,immune,a_others,a_others,a_others,a_others,immune
1522,10897,8866,stroma,a_others,a_others,a_others,a_others,stroma2
1523,21264,20601,stroma,a_others,a_others,a_others,a_others,stroma2
1524,17974,14658,tumor,a_others,a_others,a_others,a_others,tumor1
1525,4847,14678,immune,a_others,a_others,a_others,a_others,immune
1526,17457,6825,stroma,a_others,a_others,a_others,a_others,stroma2
